,Unnamed: 0.1,Unnamed: 0,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight.1,n_hba.1,n_hbd.1,logp.1,ro5_fulfilled,ROMol
1269,2158,2158,CHEMBL228563,19000.0,nM,O=C(O)c1cc(-c2ccccc2)cc(Cc2cc(-c3ccccc3)cc(C(=O)O)c2O)c1O,4.721246399047171,440.1259883599999,4,4,5.419000000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad887ca0>
1281,2172,2172,CHEMBL3238181,19270.0,nM,O=C(Nc1ccc(-c2ccc(NC(=O)c3ccco3)cc2)cc1)c1ccco1,4.715118285344548,372.111006992,4,2,5.044200000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad888160>
1292,2187,2187,CHEMBL3088130,19560.0,nM,COc1cc([C@H]2Oc3ccc(C(=O)O)cc3O[C@@H]2CO)ccc1O,4.708631149548418,332.089602852,6,3,1.9724,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad888580>
1294,2189,2189,CHEMBL1164874,19600.0,nM,Cc1ccc(C2=CC(c3ccccc3)C3=C(CC(C)(C)CC3=O)N2)cc1,4.707743928643524,343.19361442,2,1,5.366120000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad888640>
1296,2192,2192,CHEMBL3758567,19720.0,nM,Brc1cccc(-c2noc(Cc3c[nH]c4ccccc34)n2)c1,4.705093089394808,353.016374104,3,1,4.571200000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad888700>
1299,2196,2196,CHEMBL4567977,19880.0,nM,CO[C@@H]1C[C@]23C[C@@](C)(O)[C@H](CC[C@H]2[C@](C)(C2=CO[C@H](OC)C(C)(C)C2=O)O1)[C@H]3O,4.701583619938705,410.2304534279999,7,2,2.148,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad888820>
1301,2198,2198,CHEMBL261732,19900.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2cc(F)c(OCC(=O)O)c(F)c2)cc1,4.701146923590294,605.0738130720001,9,2,3.8012000000000015,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8888e0>
1303,2200,2200,CHEMBL322377,20000.0,nM,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(=O)(=O)NC(=O)c2ccc3cc(C(F)(F)P(=O)(O)O)ccc3c2)c1,4.698970004336019,649.0650918260001,6,4,4.934900000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8889a0>
1304,2201,2201,CHEMBL432801,20000.0,nM,CCCc1sc(NS(=O)(=O)/C=C/c2ccc(F)c(F)c2)nc1-c1ccc(Cl)cc1,4.698970004336019,454.038803904,4,1,6.106800000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad888a00>
1306,2203,2203,CHEMBL228397,20000.0,nM,O=C(O)c1cc(Cc2cc(C(=O)O)c(O)c(-c3ccccc3)c2)cc(-c2ccccc2)c1O,4.698970004336019,440.12598836,4,4,5.419000000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad888ac0>
1307,2204,2204,CHEMBL110922,20000.0,nM,CCCc1sc(NS(=O)(=O)/C=C/c2ccc(C)cc2)nc1-c1ccc(C(F)(F)F)cc1,4.698970004336019,466.099654572,4,1,6.502420000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad888b20>
1318,2216,2216,CHEMBL508649,20300.0,nM,COc1cc2nccc3c4ccccc4n(c1=O)c23,4.692503962086787,250.07422756,4,0,2.4473000000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad888f40>
1319,2217,2217,CHEMBL3634679,20338.0,nM,COC(=O)CN(c1ccc(CN(c2ccc(CN(Cc3ccc(C)cc3)S(C)(=O)=O)cc2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,4.691691757001775,713.189928208,8,0,4.432420000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad888fa0>
1330,2231,2231,CHEMBL99271,21000.0,nM,CN1CCN(Cc2nnc3nc(N)nc(N)c3n2)CC1,4.6777807052660805,275.160691544,9,2,-1.2733999999999988,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad889400>
1331,2232,2232,CHEMBL4567660,21000.0,nM,COc1ccc(Cl)cc1S(=O)(=O)Nc1ccc(-c2nc3ccccc3o2)cc1,4.6777807052660805,414.04410564000005,5,1,4.957600000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad889460>
1341,2244,2244,CHEMBL3759827,21670.0,nM,Cc1cccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)n2)c1,4.664141088680182,366.148061196,4,1,5.179120000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad889820>
1342,2245,2245,CHEMBL1823751,21690.0,nM,O=C(NC(Cc1ccc2cc(OCc3ccc(Cl)cc3)ccc2c1)C(=O)O)c1ccccc1,4.6637404479858064,459.1237358639999,3,2,5.497900000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad889880>
1344,2249,2249,CHEMBL3759694,21930.0,nM,Oc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,4.658961368322477,367.1320767840001,4,2,5.181300000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad889940>
1349,2254,2254,CHEMBL4567120,22200.0,nM,COC(=O)C1=CO[C@@]2(C)C[C@@H](O)[C@H]1[C@@H]2CO,4.653647025549361,228.099773612,5,2,-0.1785,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad889b20>
1350,2255,2255,CHEMBL4089269,22250.0,nM,COC(=O)c1scc(-c2ccc(NC(=O)c3ccc(OC)nc3)cc2)c1OC,4.652669984683049,398.093642676,7,1,3.866200000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad889b80>
1355,2261,2261,CHEMBL2424705,22700.0,nM,CC1(C)C=C2C(=NN(c3ccc(Oc4ccccc4)cc3)C(N)=C2C#N)CO1,4.6439741428068775,372.15862588,6,1,4.083980000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad889d60>
1361,2267,2267,CHEMBL4551943,22990.0,nM,Cc1cccc(C[C@H]2O[C@]3(C)O[C@@]24[C@H]([C@@H]3C)[C@@H](O)[C@H](O)C4(C)C)c1,4.638461028730721,332.198759376,4,2,2.4354200000000006,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad889fa0>
1363,2269,2269,CHEMBL4442464,23000.0,nM,CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4C(=O)c5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O,4.638272163982407,449.220223092,5,3,3.596900000000001,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88a0a0>
1364,2271,2271,CHEMBL366339,23000.0,nM,CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)COc1ccc2ccccc2c1)C(N)=O,4.638272163982407,753.326144704,9,4,4.524700000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88a100>
1366,2273,2273,CHEMBL2313421,23000.0,nM,CC(C)(O)C[C@H]1C=C([C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)C(=O)O1,4.638272163982407,472.35526001599993,4,2,6.045200000000008,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88a1c0>
1367,2275,2275,CHEMBL3910488,23000.0,nM,O=S(=O)(Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccccc4O)ccc3o2)cc1)c1ccccc1O,4.638272163982407,537.0664419479999,8,4,4.507600000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88a220>
1370,2278,2278,CHEMBL4634606,23360.0,nM,O=C(Nc1ccccc1)c1ccc(-c2ccc(C(=O)Nc3ccccc3)[nH]2)cc1,4.631527161559638,381.1477268480001,2,3,5.186300000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88a340>
1376,2288,2288,CHEMBL3088256,23900.0,nM,O=C(N[C@H](Cc1ccccc1)C(=O)O)c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,4.621602099051862,478.22564282,3,2,5.314700000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88a580>
1379,2291,2291,CHEMBL366343,24000.0,nM,CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NS(=O)(=O)CCc1cccc2ccccc12)C(N)=O,4.619788758288394,787.313865768,9,4,4.491600000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88a6a0>
1380,2293,2293,CHEMBL99776,24000.0,nM,Nc1nc(N)c2nc(CN3CCOCC3)nnc2n1,4.619788758288394,262.129057068,9,2,-1.1886,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88a700>
1382,2295,2295,CHEMBL99657,24000.0,nM,Nc1nc(N)c2nc(CN3CCCCC3)nnc2n1,4.619788758288394,260.149792512,8,2,-0.0349000000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88a7c0>
1383,2296,2296,CHEMBL102015,24000.0,nM,O=C(NS(=O)(=O)Cc1ccccc1)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,4.619788758288394,455.0404013019999,4,3,3.3266000000000027,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88a820>
1384,2298,2298,CHEMBL421227,24000.0,nM,CCCc1sc(NS(=O)(=O)/C=C/c2ccccc2Cl)nc1-c1ccc(Cl)cc1,4.619788758288394,452.018675176,4,1,6.482000000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88a880>
1387,2302,2302,CHEMBL1783772,24160.0,nM,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCN(C)C)c1,4.616903070050906,338.163042564,5,0,3.957600000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88a9a0>
1389,2305,2305,CHEMBL4081395,24290.0,nM,COC(=O)c1scc(-c2ccc(NC(=O)c3cccs3)cc2)c1OC,4.614572485194869,373.04424996,6,1,4.5241000000000025,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88aa60>
1391,2307,2307,CHEMBL3759130,24440.0,nM,Cc1ccccc1-c1cccc(-c2noc(Cc3c[nH]c4ccccc34)n2)c1,4.611898798429484,365.152812228,3,1,5.784120000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88ab20>
1399,2318,2318,CHEMBL1823754,24730.0,nM,NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,4.606775883638703,339.12707165599994,3,2,3.512300000000001,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88ae20>
1407,2326,2326,CHEMBL103709,25000.0,nM,O=C(NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,4.6020599913279625,622.0178072860001,6,5,3.7757000000000014,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88b160>
1408,2327,2327,CHEMBL556909,25000.0,nM,O=C(O)c1cccc(-c2ccc(-c3nc4sc5c(c4c(=O)[nH]3)CCCC5)o2)c1,4.6020599913279625,392.083077992,5,2,4.488600000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88b1c0>
1418,2341,2341,CHEMBL1161221,26000.0,nM,O=P(O)(O)C(F)(F)c1ccc2ccc(C(F)(F)P(=O)(O)O)cc2c1,4.585026652029182,387.9888741799999,2,4,3.293800000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88b580>
1419,2342,2342,CHEMBL119459,26000.0,nM,N.O=P(O)(O)C(F)(F)c1ccc2ccc(C(F)(F)P(=O)(O)O)cc2c1,4.585026652029182,405.015423276,3,5,3.4558000000000018,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88b5e0>
1420,2343,2343,CHEMBL3760029,26120.0,nM,Cc1ccccc1-c1cccc(-c2noc(Cc3c[nH]c4ccccc34)n2)n1,4.583026827396964,366.148061196,4,1,5.179120000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88b640>
1424,2348,2348,CHEMBL3238206,26540.0,nM,CC(C)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)C)cn2)cc1,4.576099081471583,353.21032710400004,3,2,4.717800000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88b7c0>
1429,2354,2354,CHEMBL4087311,26980.0,nM,CC1(C)C[C@@H]2C[C@](C)(O)C(=O)C=C1O2,4.568958054664114,196.109944372,3,1,1.4092,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88b9a0>
1432,2357,2357,CHEMBL4557312,27000.0,nM,C[C@]12c3[nH]c4ccccc4c3C[C@@H]1CC[C@@]1(O)C3=CC(=O)CO[C@H]3CC[C@@]12C,4.568636235841013,377.199093724,3,2,3.8172000000000015,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88bac0>
1434,2360,2360,CHEMBL228616,27000.0,nM,O=C(O)c1cc(-c2cccs2)cc(Cc2cc(-c3cccs3)cc(C(=O)O)c2O)c1O,4.568636235841013,452.0388302319999,6,4,5.542000000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88bb80>
1435,2361,2361,CHEMBL3986320,27000.0,nM,O=S(=O)(Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccc(O)cc4)ccc3o2)cc1)c1ccc(O)cc1,4.568636235841013,537.0664419479998,8,4,4.507600000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88bbe0>
1436,2363,2363,CHEMBL57978,27000.0,nM,O=C(O)C(O)c1ccco1,4.568636235841013,142.02660867199998,3,2,0.3976,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88bc40>
1437,2364,2364,CHEMBL4548800,27000.0,nM,COc1ccc(Cl)cc1S(=O)(=O)Nc1ccc2oc(-c3ccccc3)nc2c1,4.568636235841013,414.04410564000005,5,1,4.957600000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88bca0>
1440,2367,2367,CHEMBL2414204,27200.0,nM,COC(=O)/C1=C\C=C(\C(C)C)CCC2=CCC[C@](C)(OC2=O)C(=O)CC1,4.565431095965801,360.1936739959999,5,0,3.833400000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88bdc0>
1444,2372,2372,CHEMBL1783771,27450.0,nM,COc1ccc(-c2cc(-c3ccccc3)no2)c(O)c1,4.561457651213889,267.08954327600003,4,1,3.722800000000001,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88bf40>
1455,2383,2383,CHEMBL4561738,28000.0,nM,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(Cl)c(C(F)(F)F)c1,4.552841968657781,452.020925584,4,1,5.967800000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88c3a0>
1460,2389,2389,CHEMBL4641929,28320.0,nM,O=C(Nc1ccc(F)cc1)c1ccc(-c2ccc(C(=O)Nc3ccc(F)cc3)[nH]2)cc1,4.547906750982269,417.1288832240001,2,3,5.464500000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88c580>
1463,2392,2392,CHEMBL3400667,28890.0,nM,CC(=O)Oc1cc2nccc3c4ccccc4n(c1=O)c23,4.539252458155803,278.06914218000003,5,0,2.364,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88c6a0>
1464,2394,2394,CHEMBL119693,29000.0,nM,N.O=P(O)(O)C(F)(F)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,4.537602002101044,405.015423276,3,5,3.4558000000000018,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88c700>
1465,2395,2395,CHEMBL95255,29000.0,nM,CCN(CC)Cc1nnc2nc(N)nc(N)c2n1,4.537602002101044,248.149792512,8,2,-0.1789999999999992,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88c760>
1466,2396,2396,CHEMBL373413,29000.0,nM,O=C(O)COc1c(C(=O)O)sc(Br)c1Br,4.537602002101044,357.814618428,4,2,2.4347000000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88c7c0>
1469,2399,2399,CHEMBL241250,29000.0,nM,O=C1CN(c2csc(-c3ccccc3)c2Br)S(=O)(=O)N1,4.537602002101044,371.923796248,4,1,2.3586,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88c8e0>
1471,2401,2401,CHEMBL95818,29000.0,nM,Nc1nc(N)c2nc(CN3CCNCC3)nnc2n1,4.537602002101044,261.14504148,9,3,-1.6155999999999988,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88c9a0>
1472,2402,2402,CHEMBL105999,29000.0,nM,CCCc1sc(NS(=O)(=O)/C=C/c2ccc(F)c(F)c2)nc1-c1ccc(C(F)(F)F)cc1,4.537602002101044,488.065160884,4,1,6.472200000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88ca00>
1473,2403,2403,CHEMBL4563828,29000.0,nM,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(Cl)c(Cl)c1,4.537602002101044,417.994568604,4,1,5.602400000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88ca60>
1474,2404,2404,CHEMBL260925,29100.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)C(=O)O)cc2)Cc2ccc(-c3csnn3)cc2)cc1,4.536107011014093,605.0738130719999,9,2,4.115800000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88cac0>
1475,2405,2405,CHEMBL410332,29100.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc3oc(C(=O)O)cc3c2)cc1,4.536107011014093,579.077006632,9,2,4.504000000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88cb20>
1485,2418,2418,CHEMBL103942,30000.0,nM,O=C(NS(=O)(=O)c1ccccc1)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,4.522878745280337,441.0247512379999,4,3,3.185500000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88cee0>
1491,2426,2426,CHEMBL4091173,31230.0,nM,CC1(N)CCN(c2nc(-c3ccc4cc(Br)ccc4c3)cs2)CC1,4.505428015769802,401.05613074,4,1,5.043400000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88d160>
1493,2428,2428,CHEMBL3759234,31490.0,nM,CCOc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)n2)cc1,4.501827339363456,396.1586258800001,5,1,5.2694000000000045,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88d220>
1497,2433,2433,CHEMBL325309,32000.0,nM,CCCc1sc(NS(=O)(=O)/C=C/c2ccc(C)cc2)nc1-c1ccc(Cl)cc1,4.494850021680094,432.073297592,4,1,6.137020000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88d3a0>
1499,2436,2436,CHEMBL4472610,32240.0,nM,Cc1cccc(C[C@H]2O[C@]3(C)O[C@@]24[C@@H]([C@@H](O)[C@H](O)C4(C)C)[C@H]3C)c1,4.491604966866947,332.198759376,4,2,2.4354200000000006,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88d460>
1505,2442,2442,CHEMBL4469657,33000.0,nM,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccccc1O,4.481486060122113,366.067427928,5,2,4.0012000000000025,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88d6a0>
1516,2454,2454,CHEMBL71709,34400.0,nM,COC(=O)c1ccc2nc(NC(=O)COC(=O)c3ccc(Br)o3)sc2c1,4.46344155742847,437.952119172,8,1,3.233900000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88dac0>
1519,2458,2458,CHEMBL325564,35000.0,nM,CCCc1sc(NS(=O)(=O)/C=C/c2ccc(-c3ccccc3)cc2)nc1-c1ccc(Cl)cc1,4.455931955649724,494.088947656,4,1,7.495600000000007,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88dbe0>
1520,2459,2459,CHEMBL4583096,35000.0,nM,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(C(F)(F)F)cc1,4.455931955649724,418.059897936,4,1,5.314400000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88dc40>
1523,2462,2462,CHEMBL4565368,35000.0,nM,O=S(=O)(Nc1ccc2oc(-c3ccccc3)nc2c1)c1ccc(Cl)c(Cl)c1,4.455931955649724,417.994568604,4,1,5.602400000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88dd60>
1524,2463,2463,CHEMBL323976,35000.0,nM,O=P([O-])([O-])OC(F)(F)c1ccc2ccccc2c1.[Na+].[Na+],4.455931955649724,317.9845403340001,4,0,-4.257599999999999,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88ddc0>
1534,2475,2475,CHEMBL110838,36000.0,nM,O=S(=O)(/C=C/c1ccc(C(F)(F)F)cc1)Nc1nc(-c2ccccc2)c(-c2ccccc2)s1,4.443697499232713,486.0683544440001,4,1,6.9085000000000045,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88e1c0>
1535,2476,2476,CHEMBL4448007,36000.0,nM,O=S(=O)(Nc1ccc2oc(-c3ccccc3)nc2c1)c1ccc(C(F)(F)F)cc1,4.443697499232713,418.059897936,4,1,5.314400000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88e220>
1542,2486,2486,CHEMBL4532359,37000.0,nM,CCc1ccc(S(=O)(=O)Nc2ccc(-c3nc4ccccc4o3)cc2)cc1,4.431798275933005,378.103813436,4,1,4.858000000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88e4c0>
1543,2487,2487,CHEMBL4454247,37000.0,nM,Cc1cccc(S(=O)(=O)Nc2ccc(-c3nc4ccccc4o3)cc2)c1,4.431798275933005,364.088163372,4,1,4.604020000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88e520>
1544,2488,2488,CHEMBL4513591,37000.0,nM,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1cccc(Cl)c1,4.431798275933005,384.033540956,4,1,4.9490000000000025,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88e580>
1545,2489,2489,CHEMBL4457015,37000.0,nM,COc1ccccc1S(=O)(=O)Nc1ccc2oc(-c3ccccc3)nc2c1,4.431798275933005,380.083077992,5,1,4.304200000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88e5e0>
1546,2490,2490,CHEMBL3934352,37000.0,nM,N#Cc1cccc(S(=O)(=O)Nc2ccc(-c3nc4cc(NS(=O)(=O)c5cccc(C#N)c5)ccc4o3)cc2)c1,4.431798275933005,555.067110644,8,2,4.839760000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88e640>
1547,2491,2491,CHEMBL3906378,37000.0,nM,N#Cc1ccc(S(=O)(=O)Nc2ccc(-c3nc4cc(NS(=O)(=O)c5ccc(C#N)cc5)ccc4o3)cc2)cc1,4.431798275933005,555.067110644,8,2,4.839760000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88e6a0>
1548,2492,2492,CHEMBL399131,37000.0,nM,Cc1nc(-c2ccc(Cl)cc2)sc1CCOc1cccc(C(O)(C(=O)O)C(F)(F)F)c1,4.431798275933005,471.0518913639999,5,2,5.227920000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88e700>
1555,2500,2500,CHEMBL110566,38000.0,nM,O=S(=O)(/C=C/c1ccccc1Cl)Nc1nc(-c2ccccc2)c(-c2ccccc2)s1,4.42021640338319,452.041997464,4,1,6.543100000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88e9a0>
1557,2503,2503,CHEMBL579363,38000.0,nM,CC(=O)c1c(C)oc2ccc(NS(=O)(=O)c3cccc(C(=O)O)c3)cc12,4.42021640338319,373.0620082,5,2,3.442820000000001,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88ea60>
1558,2504,2504,CHEMBL3938421,38000.0,nM,O=S(=O)(Nc1ccc(-c2nc3cc(NS(=O)(=O)c4cccc(O)c4)ccc3o2)cc1)c1cccc(O)c1,4.42021640338319,537.0664419479998,8,4,4.507600000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88eac0>
1564,2512,2512,CHEMBL1774309,38800.0,nM,COc1ccc(Sc2cccc(CN(C)c3cc(C(=O)O)nc4cc(Cl)cc(Cl)c34)c2)cc1,4.411168274405793,498.05716886,5,1,7.036000000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88ed00>
1565,2513,2513,CHEMBL3706921,39000.0,nM,O=C(O)c1cc(Cc2cc(C(=O)O)c(O)c(-c3ccco3)c2)cc(-c2ccco2)c1O,4.4089353929735005,420.084517472,6,4,4.605000000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88ed60>
1573,2521,2521,CHEMBL236846,40000.0,nM,COc1cc(COc2cc(-c3ccccc3)cc(O)c2OCC(=O)O)cc(OC)c1,4.3979400086720375,410.1365530439999,6,2,4.118800000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88f0a0>
1574,2522,2522,CHEMBL4572554,40000.0,nM,O=S(=O)(Nc1ccc2oc(-c3ccccc3)nc2c1)c1ccc(Cl)c(C(F)(F)F)c1,4.3979400086720375,452.020925584,4,1,5.967800000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88f100>
1576,2524,2524,CHEMBL4461900,40000.0,nM,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(F)c(C(F)(F)F)c1,4.3979400086720375,436.050476124,4,1,5.453500000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88f1c0>
1577,2525,2525,CHEMBL4549691,40000.0,nM,O=S(=O)(Nc1ccc2oc(-c3ccccc3)nc2c1)c1ccccc1Cl,4.3979400086720375,384.033540956,4,1,4.9490000000000025,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88f220>
1578,2526,2526,CHEMBL3088263,40300.0,nM,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-n2c3ccccc3c3ccccc32)cc1,4.394694953858891,407.152143532,3,1,5.858400000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88f280>
1584,2532,2532,CHEMBL320852,41000.0,nM,CS(=O)(=O)NC(=O)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,4.3872161432802645,379.0091011739999,4,3,1.7562,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88f4c0>
1585,2533,2533,CHEMBL4586199,41000.0,nM,Cc1ccccc1S(=O)(=O)Nc1ccc2oc(-c3ccccc3)nc2c1,4.3872161432802645,364.088163372,4,1,4.604020000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88f520>
1586,2534,2534,CHEMBL549911,41000.0,nM,O=C(O)c1ccc(Nc2cc3ccccc3cc2NS(=O)(=O)c2ccc(F)cc2)cc1,4.3872161432802645,436.089306244,4,3,5.2215000000000025,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88f580>
1587,2536,2536,CHEMBL238628,41500.0,nM,CC1(C)C=Cc2c(cc3occ(-c4ccc(O)cc4)c(=O)c3c2O)O1,4.381951903287908,336.0997736119999,5,2,4.055400000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad88f5e0>
