,Unnamed: 0.1,Unnamed: 0,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight.1,n_hba.1,n_hbd.1,logp.1,ro5_fulfilled,ROMol
961,1732,1732,CHEMBL3235602,9710.0,nM,CC1=CC(C)(C)N=C2C[C@@]3(C)CC(=O)C(C(C)C)=C3C=C12,5.012780770091995,283.19361442,2,0,4.427700000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad880760>
966,1738,1738,CHEMBL4532631,9850.0,nM,COc1cc(O)cc(C)c1-c1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3(C)C,5.006563769502389,472.1522031079999,7,5,5.222120000000007,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad880940>
970,1742,1742,CHEMBL3235601,9970.0,nM,CC1=CC(C)(C)N=C2C[C@@]3(C)CC(=O)C(C(C)C)=CC3=C12,5.001304841688344,283.19361442,2,0,4.427700000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad880ac0>
972,1744,1744,CHEMBL3960743,10000.0,nM,COC(=O)c1ccccc1S(=O)(=O)Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccccc4C(=O)OC)ccc3o2)cc1,5.0,621.087571316,10,2,4.669600000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad880b80>
977,1755,1755,CHEMBL108128,10000.0,nM,CCCc1sc(NS(=O)(=O)/C=C/c2ccccc2Cl)nc1-c1ccc(C(F)(F)F)cc1,5.0,486.045032156,4,1,6.847400000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad880d60>
979,1758,1758,CHEMBL3088269,10000.0,nM,O=C(O)CC(CC(=O)c1ccccc1)c1ccc(Cn2c3ccccc3c3ccccc32)cc1,5.0,447.18344366,3,1,6.6741000000000055,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad880e20>
985,1767,1767,CHEMBL3088268,10200.0,nM,O=C(O)CC(CC(=O)c1ccccc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,4.991399828238082,433.167793596,3,1,6.6150000000000055,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8810a0>
987,1769,1769,CHEMBL3238200,10240.0,nM,COC(=O)c1ccc(-c2ccc(NC(=O)c3ccccc3)cc2)cc1,4.989700043360188,331.120843404,3,1,4.392500000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad881160>
989,1773,1773,CHEMBL3087455,10300.0,nM,Cc1ccc(C(=O)O)cc1NC(=O)CSc1nnc(-c2ccc(O)cc2)o1,4.987162775294828,385.07324158,7,3,3.179620000000001,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad881220>
996,1783,1783,CHEMBL2424689,10400.0,nM,N#CC1=C(N)N(c2ccccc2)N=C2CCCC=C21,4.982966660701219,250.121846448,4,1,2.666780000000001,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8814c0>
998,1785,1785,CHEMBL3088264,10400.0,nM,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(CN(Cc2ccc3c(c2)OCO3)c2ccc(F)cc2)cc1,4.982966660701219,499.179501152,5,1,5.835900000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad881580>
999,1786,1786,CHEMBL4638626,10450.0,nM,O=C(Nc1ccc(F)cc1)c1ccc(-c2ccc(C(=O)Nc3ccc(F)cc3)o2)cc1,4.980883709552927,418.112898812,3,2,5.729400000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8815e0>
1015,1808,1808,CHEMBL133541,11000.0,nM,COC(=O)c1c(O)cccc1OC/C=C/c1cccc(-c2cc(C(=O)O)no2)c1,4.958607314841775,395.100501884,7,2,3.624200000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad881be0>
1020,1819,1819,CHEMBL3952045,11000.0,nM,COC(=O)c1ccc(S(=O)(=O)Nc2ccc(-c3nc4cc(NS(=O)(=O)c5ccc(C(=O)OC)cc5)ccc4o3)cc2)cc1,4.958607314841775,621.0875713159999,10,2,4.669600000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad881dc0>
1023,1822,1822,CHEMBL3356398,11010.0,nM,CC1=C(C)C(=O)[C@@]2(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2)[C@@](C)(O)C1=O,4.9582126810282485,462.37091007999993,4,1,6.972600000000009,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad881ee0>
1025,1824,1824,CHEMBL3238202,11050.0,nM,O=C(Nc1ccc(-c2ccc(NC(=O)c3ccco3)cn2)cc1)c1ccco1,4.95663772197887,373.10625596,5,2,4.439200000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad881fa0>
1026,1825,1825,CHEMBL1823753,11070.0,nM,CC(C)(C)OC(=O)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,4.955852379121277,439.179501152,4,2,5.078300000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad882040>
1027,1827,1827,CHEMBL2424715,11100.0,nM,CC1(C)C=C2C(=NN(c3ccccc3CO)C(N)=C2C#N)CO1,4.954677021213342,310.142975816,6,2,1.78398,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8820a0>
1030,1832,1832,CHEMBL4097912,11220.0,nM,COC(=O)c1scc(-c2ccc(NC(=O)c3ncc(Cl)cc3Br)cc2)c1OC,4.950007143079858,479.954617708,6,1,5.273500000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8821c0>
1031,1833,1833,CHEMBL4095096,11290.0,nM,COC(=O)c1scc(-c2ccc(NC(=O)c3ccccn3)cc2)c1OC,4.947306058075032,368.083077992,6,1,3.8576000000000015,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad882220>
1039,1842,1842,CHEMBL1823757,11390.0,nM,O=C(CCc1ccccc1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,4.9434762759209,471.184586532,3,2,5.302600000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad882520>
1048,1857,1857,CHEMBL3608573,11900.0,nM,C[C@]12CC[C@@H]3[C@]45CCC[C@@](C)([C@@H](O)OC4)[C@@H]5CC[C@@]3(C)[C@@H]1Cc1cc(O)ccc1O2,4.924453038607469,412.261359632,4,2,5.053500000000006,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad882880>
1049,1858,1858,CHEMBL3238183,11990.0,nM,O=C(Nc1ccc(-c2ccc(NC(=O)c3ccccc3)cc2)cc1)c1ccccc1,4.921180816901152,392.15247788,2,2,5.858200000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8828e0>
1052,1865,1865,CHEMBL2316897,12000.0,nM,O=C(O)c1cc2c(/C=C\c3ccc(OC(F)(F)F)cc3)c(-c3ccccc3)oc2cc1O,4.920818753952375,440.08715824,4,2,6.572600000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad882a00>
1057,1875,1875,CHEMBL72757,12000.0,nM,O=C(Nc1ccccc1)Nc1cc(-c2ccc(Cl)cc2)nn1-c1ccccc1,4.920818753952375,388.1090888440001,3,2,5.836700000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad882be0>
1062,1883,1883,CHEMBL406646,12200.0,nM,O=C(O)COc1ccc(CN(Cc2ccc(-c3csnn3)cc2)S(=O)(=O)c2ccccc2)cc1C(=O)O,4.913640169325252,539.082092012,8,2,3.757800000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad882dc0>
1064,1886,1886,CHEMBL4090749,12280.0,nM,COC(=O)c1scc(-c2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2)c1OC,4.910801633194851,435.075213652,5,1,5.4814000000000025,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad882e80>
1072,1896,1896,CHEMBL4159470,12440.0,nM,CC(C)(O)[C@@H]1CC[C@]2(C)CC[C@]3(C)C(CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,4.9051796196452,444.396730904,2,2,7.21960000000001,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8831c0>
1073,1897,1897,CHEMBL4064140,12460.0,nM,COC(=O)c1scc(-c2ccc(NC(=O)c3ccc(C#N)nc3)cc2)c1OC,4.9044819576768495,393.07832696,7,1,3.729280000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad883220>
1077,1902,1902,CHEMBL3758655,12510.0,nM,CCCc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,4.90274269030658,399.140533292,4,1,6.4897000000000045,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8833a0>
1078,1903,1903,CHEMBL3238187,12520.0,nM,O=C(Nc1ccc(-c2ccc(NC(=O)C3CCCCC3)cc2)cc1)C1CCCCC1,4.902395671125589,404.246378264,2,2,6.391200000000006,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad883400>
1079,1904,1904,CHEMBL1164873,12600.0,nM,O=C1CCCC2=C1C(c1ccc(F)cc1)C=C(c1ccccc1)N2,4.8996294548824375,319.13724241600005,2,1,4.560700000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad883460>
1082,1908,1908,CHEMBL1478,12740.0,nM,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,4.894830572000668,376.29774514,2,2,5.507100000000006,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad883580>
1087,1918,1918,CHEMBL7046,13000.0,nM,C/C(=C\Cc1nnn[nH]1)c1cccc(OCc2nc(-c3ccc(OC(F)(F)F)cc3)oc2C)c1,4.886056647693163,471.15182415999993,7,1,5.286720000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad883760>
1089,1921,1921,CHEMBL4470062,13000.0,nM,CC(C)(O)[C@H]1O[C@@]2(O)CC[C@@]3(C)C(=CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O,4.886056647693163,433.225308472,4,3,4.081900000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad883820>
1091,1927,1927,CHEMBL189467,13000.0,nM,CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)COc1cccc2ccccc12)C(N)=O,4.886056647693163,753.326144704,9,4,4.524700000000001,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8838e0>
1092,1928,1928,CHEMBL393866,13000.0,nM,O=C(O)COc1c(O)cc(-c2ccc(C(F)(F)F)cc2)cc1OCc1ccccc1,4.886056647693163,418.102808304,4,2,5.120400000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad883940>
1093,1929,1929,CHEMBL2313420,13100.0,nM,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@@H](C(=O)O)CC[C@]21C,4.882728704344236,362.282095076,2,2,5.117000000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8839a0>
1095,1931,1931,CHEMBL3758844,13140.0,nM,CCc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,4.881404634776238,385.124883228,4,1,6.099600000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad883a60>
1097,1933,1933,CHEMBL301982,13200.0,nM,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(C(=O)O)C[C@H]4[C@]3(C)CC[C@@]21C,4.87942606879415,450.277009696,3,2,6.697700000000006,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad883b20>
1106,1945,1945,CHEMBL370658,13700.0,nM,O=P(O)(O)C(F)(F)c1ccc(CNCc2ccc(-c3csnn3)cc2)cc1,4.863279432843593,411.061805442,5,3,3.7219000000000015,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad883e80>
1108,1947,1947,CHEMBL3759712,13730.0,nM,CCCOc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,4.8623294627632445,415.135447912,5,1,6.326000000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad883f40>
1109,1948,1948,CHEMBL208873,13800.0,nM,CC1(C)C2CC[C@]3(C)[C@H](C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O,4.860120913598763,470.33960995199993,3,2,6.412600000000007,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad883fa0>
1110,1949,1949,CHEMBL2159046,13800.0,nM,COc1cc2c(cc1[C@H]1COc3cc(O)cc(O)c3C1=O)C=CC(C)(C)O2,4.860120913598763,368.12598836,6,2,3.6495000000000033,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad884040>
1116,1957,1957,CHEMBL1796996,13920.0,nM,COc1ccc(-c2ccc(Cn3c4c(c5ccccc53)C(=O)CCNC4=O)cc2)cc1,4.856360764725457,410.163042564,4,1,4.681400000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad884280>
1121,1962,1962,CHEMBL405419,14000.0,nM,Cc1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2n1,4.853871964321762,350.947148318,2,2,3.532720000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad884460>
1123,1966,1966,CHEMBL4453288,14000.0,nM,C[C@@H]1C(=O)N[C@](O)(Cc2ccccc2)c2nc3c(c(=O)n21)C=CC=CO3,4.853871964321762,351.121906024,6,2,1.2412,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad884520>
1125,1968,1968,CHEMBL4514865,14000.0,nM,C[C@@H]1C(=O)N/C(=C\c2ccccc2)c2nc3c(O)cccc3c(=O)n21,4.853871964321762,333.11134134,5,2,2.2909999999999995,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8845e0>
1127,1974,1974,CHEMBL4577930,14000.0,nM,CC1(C)C[C@H]2[C@@H]3C(=O)CC[C@]4(C)[C@@]5(C)c6[nH]c7ccccc7c6C[C@@H]5CC[C@@]34O[C@@]2(O)[C@@H]1O,4.853871964321762,449.2566086,4,3,4.241700000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8846a0>
1130,1977,1977,CHEMBL4454177,14000.0,nM,CC[C@@H](C)C1=C2N=C3OC=CC=C[C@]3(OC)C(=O)N2[C@@H](Cc2ccccc2)C(=O)N1,4.853871964321762,407.1845062800001,5,1,2.6687000000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8847c0>
1131,1978,1978,CHEMBL3758203,14060.0,nM,Brc1ccc(-c2noc(Cc3c[nH]c4ccccc34)n2)s1,4.852014679316195,358.97279504,4,1,4.6327000000000025,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad884820>
1136,1983,1983,CHEMBL1823750,14280.0,nM,COc1ccc(COc2ccc3cc(CC(NC(=O)c4ccccc4)C(=O)O)ccc3c2)cc1,4.845271792559845,455.1732729,4,2,4.853100000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad884a00>
1140,1988,1988,CHEMBL1165715,14500.0,nM,COc1ccc(C2C=C(c3ccccc3)NC3=C2C(=O)CC(C)(C)C3)cc1,4.838631997765025,359.18852904000005,3,1,5.066300000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad884b80>
1141,1990,1990,CHEMBL508749,14500.0,nM,CC1(C)c2[nH]c3cc(Cl)c(Cl)cc3c2C[C@@]23CN4CCC[C@]4(C[C@@H]12)C(=O)N3,4.838631997765025,403.121817716,2,2,4.031500000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad884be0>
1150,2002,2002,CHEMBL4094529,14790.0,nM,COC(=O)c1scc(-c2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)c1OC,4.830031826003108,435.075213652,5,1,5.481400000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad884f40>
1151,2003,2003,CHEMBL3608574,14800.0,nM,C[C@]1(CO)CCC[C@@]2(CO)[C@H]1CC[C@@]1(C)[C@@H]3Cc4cc(O)ccc4O[C@@]3(C)CC[C@H]21,4.8297382846050425,414.277009696,4,3,4.689500000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad884fa0>
1156,2008,2008,CHEMBL3581318,14900.0,nM,C[C@@H]1Cc2c3c(cc(O)c2C(=O)O1)O[C@@]1(C)[C@@H](O)C[C@H]2C(C)(C)C(=O)CC[C@]2(C)[C@@H]1C3,4.826813731587726,428.219888744,6,2,3.579600000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8851c0>
1161,2013,2013,CHEMBL1160953,15000.0,nM,O=P(O)(O)C(F)(F)c1cccc(-c2ccccc2)c1,4.823908740944319,284.041387282,1,2,3.5806000000000022,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8853a0>
1162,2014,2014,CHEMBL3706920,15000.0,nM,O=C(O)c1cc(Cc2cc(Cc3ccccc3)c(O)c(C(=O)O)c2)cc(Cc2ccccc2)c1O,4.823908740944319,468.1572884879999,4,4,5.266600000000006,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad885400>
1166,2019,2019,CHEMBL109381,15000.0,nM,O=P([O-])([O-])OC(F)(F)c1cccc(-c2ccccc2)c1.[Na+].[Na+],4.823908740944319,344.0001903980001,4,0,-3.7437999999999976,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad885580>
1167,2022,2022,CHEMBL361362,15010.0,nM,COc1cc([C@H]2OC[C@@H]3[C@@H](c4cc(OC)c(O)c(OC)c4)OC[C@H]23)cc(OC)c1O,4.823619307756729,418.162767792,8,2,3.207400000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8855e0>
1171,2027,2027,CHEMBL3087459,15200.0,nM,Cc1ccc(C(=O)O)cc1NC(=O)CSc1nc2ccccc2[nH]1,4.818156412055227,341.08341234000005,4,3,3.300320000000001,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad885760>
1174,2032,2032,CHEMBL2414205,15400.0,nM,C/C1=C/C=C(/C(C)C)CCC2=CCC[C@](C)(OC2=O)C(=O)CC1,4.812479279163537,316.203844756,3,0,4.680300000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad885880>
1179,2038,2038,CHEMBL378653,15600.0,nM,CC1(C)C2CC[C@]3(C)[C@H](C(=O)C=C4[C@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O,4.806875401645539,470.33960995199993,3,2,6.412600000000007,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad885a60>
1180,2039,2039,CHEMBL4646926,15670.0,nM,O=C(Nc1ccc(Cl)cc1)c1ccc(-c2ccc(C(=O)Nc3ccc(Cl)cc3)o2)cc1,4.80493100353141,450.053797732,3,2,6.758000000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad885ac0>
1183,2042,2042,CHEMBL3759304,15780.0,nM,Cc1cccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)c1,4.801893001126599,365.152812228,3,1,5.784120000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad885be0>
1184,2043,2043,CHEMBL2424706,15800.0,nM,CC1(C)C=C2C(=NN(c3ccccc3Oc3ccccc3)C(N)=C2C#N)CO1,4.801342913045577,372.15862588,6,1,4.083980000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad885c40>
1185,2046,2046,CHEMBL3758728,15900.0,nM,CCOc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,4.798602875679548,395.1633769120001,4,1,5.874400000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad885ca0>
1187,2049,2049,CHEMBL373105,16000.0,nM,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc([C@H]2CC(=O)NS2(=O)=O)cc1)C(N)=O,4.795880017344075,486.157305552,6,4,-0.1625999999999979,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad885d60>
1193,2057,2057,CHEMBL9047,16000.0,nM,O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)c(-c2ccccc2)c1)c1ccccc1,4.795880017344075,492.1302022859999,2,2,6.789800000000007,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad885fa0>
1194,2058,2058,CHEMBL3824253,16008.0,nM,COC(=O)CN(c1ccc(CN(c2ccc(OCc3ccccc3)cc2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,4.795662924371845,608.1650933640001,7,0,4.7412000000000045,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad886040>
1195,2060,2060,CHEMBL3634590,16098.0,nM,COC(=O)CN(c1ccc(CN(c2ccc(CN(Cc3ccccc3)S(C)(=O)=O)cc2)S(=O)(=O)c2ccccc2)cc1)S(C)(=O)=O,4.793228076944417,685.15862808,8,0,3.982900000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8860a0>
1199,2066,2066,CHEMBL4105655,16320.0,nM,COC(=O)c1scc(-c2ccc(NC(=O)Cc3c(Cl)cccc3Cl)cc2)c1OC,4.787279845582158,449.025534384,5,1,5.698300000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad886220>
1203,2073,2073,CHEMBL3238188,16540.0,nM,CC(C)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)C)cc2)cc1,4.781464494783473,352.215078136,2,2,5.322800000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8863a0>
1205,2077,2077,CHEMBL1164164,16600.0,nM,CCOC(=O)C1=CC(c2ccc(Br)cc2)C2=C(CC(C)(C)CC2=O)N1,4.779891911959945,403.078305664,4,1,4.226100000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad886460>
1206,2078,2078,CHEMBL4468481,16660.0,nM,CO[C@H]1OC=C([C@]2(C)O[C@@H](OC)C[C@]34C[C@@](C)(O)[C@H](CC[C@@H]23)[C@H]4O)C(=O)C1(C)C,4.778325002929231,410.230453428,7,2,2.148,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8864c0>
1210,2083,2083,CHEMBL3758446,16820.0,nM,Cc1ccccc1-c1ccc(-c2noc(Cc3c[nH]c4ccccc34)n2)s1,4.774174008538107,371.109233164,4,1,5.845620000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad886640>
1211,2084,2084,CHEMBL454592,16820.0,nM,COc1cc([C@H]2OC[C@@H]3[C@@H](c4cc(OC)c(OC)c(OC)c4)OC[C@H]23)cc(OC)c1OC,4.774174008538107,446.1940679199999,8,0,3.8134000000000015,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8866a0>
1212,2085,2085,CHEMBL3235603,16850.0,nM,CC1=CC(C)(C)N=C2C[C@]3(C(C)C)CC(=O)C(C(C)C)=C3C=C12,4.773400094792643,311.224914548,2,0,5.063800000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad886700>
1215,2089,2089,CHEMBL3933283,17000.0,nM,COC(=O)c1cccc(S(=O)(=O)Nc2ccc(-c3nc4cc(NS(=O)(=O)c5cccc(C(=O)OC)c5)ccc4o3)cc2)c1,4.769551078621726,621.087571316,10,2,4.669600000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad886820>
1217,2091,2091,CHEMBL236215,17000.0,nM,O=C(O)COc1c(O)cc(-c2ccccc2)cc1OCc1ccc(C(F)(F)F)cc1,4.769551078621726,418.10280830400006,4,2,5.120400000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8868e0>
1220,2095,2095,CHEMBL492708,17000.0,nM,O=c1c(Cc2ccc(-c3ccc(O)cc3)cc2)c(-c2ccc(O)cc2)oc2cc(O)ccc12,4.769551078621726,436.1310737399999,5,3,5.834600000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad886a00>
1223,2101,2101,CHEMBL3759414,17260.0,nM,CCOc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,4.762959208620809,401.119797848,5,1,5.935900000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad886b20>
1231,2109,2109,CHEMBL469654,17500.0,nM,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21,4.756961951313706,434.1212969039999,10,6,-0.0170000000000001,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad886e20>
1233,2111,2111,CHEMBL4104518,17580.0,nM,CC1(C)[C@@H]2CC(=O)[C@@]1(C)C[C@@H]2O,4.754981129262247,168.115029752,2,1,1.3724999999999998,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad886ee0>
1234,2113,2113,CHEMBL259284,17700.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)C(=O)O)cc2)cc1,4.752026733638194,589.0788984520001,8,2,4.236000000000003,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad886f40>
1235,2116,2116,CHEMBL515537,17900.0,nM,COc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc2c1OC(C)(CO)C=C2,4.747146969020107,384.12090298,7,3,2.969500000000001,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad886fa0>
1243,2127,2127,CHEMBL389736,18200.0,nM,COc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)cc2c1OC(C)(C)C=C2,4.739928612014925,368.12598836,6,2,3.9971000000000014,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8872e0>
1244,2128,2128,CHEMBL457525,18200.0,nM,COc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc2c1OC(C)(C)C(O)C2,4.739928612014925,386.136553044,7,3,2.8873000000000006,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad887340>
1249,2133,2133,CHEMBL3759036,18360.0,nM,CCCOc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,4.7361273231347765,409.1790269760001,4,1,6.264500000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad887520>
1252,2138,2138,CHEMBL189302,18540.0,nM,O=C(Nc1ccccc1)c1ccc(-c2ccc(C(=O)Nc3ccccc3)cc2)cc1,4.7318902701915215,392.15247788,2,2,5.8582000000000045,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad887640>
1255,2141,2141,CHEMBL460862,18690.0,nM,COc1cc([C@@H]2OC[C@@H]3[C@H](c4ccc(O)c(OC)c4)OC[C@H]23)ccc1O,4.728390698621168,358.14163842399995,6,2,3.190200000000002,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad887760>
1261,2147,2147,CHEMBL3238186,18970.0,nM,O=C(Nc1ccc(-c2ccc(NC(=O)c3ccc(F)cc3)cc2)cc1)c1ccc(F)cc1,4.721932669111338,428.133634256,2,2,6.136400000000004,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad8879a0>
1266,2154,2154,CHEMBL101427,19000.0,nM,C[C@H]1CCC[C@@H](C)N1NC(=O)c1ccc(Cl)c(S(=O)(=O)NC(=O)c2ccc3cc(C(F)(F)P(=O)(O)O)ccc3c2)c1,4.721246399047171,629.096391954,6,4,4.746600000000005,True,<rdkit.Chem.rdchem.Mol object at 0x7f0bad887b80>
