,Unnamed: 0,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
14,14,CHEMBL411295,7.0,nM,O=C(O)c1cccc(/C=C/c2ccc3cc(Br)c(C(F)(F)P(=O)(O)O)cc3n2)c1,8.154901959985743,482.96827768599996,3,3,5.092900000000003,482.96827768599996,3,3,5.092900000000003,True
16,16,CHEMBL377141,10.0,nM,O=C1CC(c2ccc(C[C@H](NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3nc4cc(Cl)ccc4[nH]3)cc2F)S(=O)(=O)[N-]1.[Na+],8.0,652.0240965160002,6,2,2.3154000000000003,652.0240965160002,6,2,2.3154000000000003,True
18,18,CHEMBL1938829,11.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc3cc(F)c(C(F)(F)P(=O)(O)O)cc3n2)cc1,7.958607314841775,694.0568769540002,9,3,4.973900000000006,694.0568769540002,9,3,4.973900000000006,True
22,22,CHEMBL604457,12.6,nM,CS(=O)(=O)OC1C(Cl)CCCC1Cc1ccc(N2CC(=O)CS2(=O)=O)c(O)c1,7.899629454882437,451.0526217239999,7,1,1.4059000000000001,451.0526217239999,7,1,1.4059000000000001,True
23,23,CHEMBL592290,14.0,nM,O=C1CN(c2c(O)cc(CC3CCCCC3)cc2F)S(=O)(=O)C1,7.853871964321762,341.10970733999994,4,1,2.373,341.10970733999994,4,1,2.373,True
24,24,CHEMBL381584,15.0,nM,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3cccc(F)c3)c3nc4ccccc4[nH]3)cc2F)S(=O)(=O)[N-]1.[Na+],7.823908740944319,568.066262428,6,2,0.7823,568.066262428,6,2,0.7823,True
25,25,CHEMBL378614,16.0,nM,Cc1cc(C[C@H](NS(=O)(=O)c2ccc(Br)c(C(F)(F)F)c2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)[N-]S1(=O)=O.[Na+],7.795880017344075,691.9986528120002,6,2,2.593820000000002,691.9986528120002,6,2,2.593820000000002,True
29,29,CHEMBL410646,16.0,nM,CC(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(c1ccccc1)n1nnc2ccccc21,7.795880017344075,443.12103457000006,4,2,4.664500000000006,443.12103457000006,4,2,4.664500000000006,True
31,31,CHEMBL211352,18.0,nM,Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2C#N)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)[N-]S1(=O)=O.[Na+],7.744727494896693,571.0960050840001,7,2,0.6841999999999999,571.0960050840001,7,2,0.6841999999999999,True
34,34,CHEMBL208114,18.0,nM,O=C1CC(c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2F)S(=O)(=O)[N-]1.[Na+],7.744727494896693,550.0756842400001,6,2,0.6432000000000002,550.0756842400001,6,2,0.6432000000000002,True
35,35,CHEMBL590122,18.0,nM,CCc1cc(C[C@H](NC(C)=O)C(=O)NCCCCOc2cccc(O)c2C(=O)OC)ccc1N(C(=O)C(=O)O)c1ccccc1C(=O)O,7.744727494896693,663.2428090039999,9,5,3.2112999999999996,663.2428090039999,9,5,3.2112999999999996,True
36,36,CHEMBL4164960,18.6,nM,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OCC)c(C(=O)OC)c1,7.730487055782084,509.183185952,8,3,3.3625000000000025,509.183185952,8,3,3.3625000000000025,True
41,41,CHEMBL403468,22.0,nM,Cc1cc(CC(NS(=O)(=O)c2cccc(F)c2)C2=NC[C@@H](CCCCOc3cccc(O)c3C(=O)O)N2)ccc1C1CC(=O)NS1(=O)=O,7.657577319177793,702.1829489200001,10,5,2.937920000000001,702.1829489200001,10,5,2.937920000000001,True
43,43,CHEMBL253476,23.0,nM,Cc1cc(CC(NS(=O)(=O)c2cccc(F)c2)C2=NC[C@@H](CCOc3cccc(S(C)(=O)=O)c3)N2)ccc1C1CC(=O)NS1(=O)=O,7.638272163982407,692.1444552360001,10,3,2.15742,692.1444552360001,10,3,2.15742,True
44,44,CHEMBL590689,23.0,nM,Cc1cc(CC(NS(=O)(=O)c2cccc(F)c2)C2=N[C@H](CCOc3ccccc3S(C)(=O)=O)CN2)ccc1C1CC(=O)NS1(=O)=O,7.638272163982407,692.1444552360001,10,3,2.15742,692.1444552360001,10,3,2.15742,True
50,50,CHEMBL607027,27.0,nM,O=C1C[C@@H](c2ccc(C[C@H](Nc3nc4ccccc4s3)c3nc4ccccc4[nH]3)cc2F)S(=O)(=O)N1,7.568636235841012,521.0991597200001,7,3,4.598400000000003,521.0991597200001,7,3,4.598400000000003,True
51,51,CHEMBL261362,27.0,nM,O=C(Nc1cccc(F)c1)c1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2n1,7.568636235841012,473.959190222,3,3,4.615700000000002,473.959190222,3,3,4.615700000000002,True
52,52,CHEMBL198940,28.0,nM,CN(C)S(=O)(=O)c1ccc(CN(Cc2ccc(C(F)(F)P(=O)(O)O)c(Br)c2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)cc1,7.552841968657781,725.9917922020002,7,3,3.7809000000000035,725.9917922020002,7,3,3.7809000000000035,True
60,60,CHEMBL372592,31.0,nM,CN(Cc1ccccc1)C(=O)CN(Cc1ccc(C(F)(F)P(=O)(O)O)c(Br)c1)S(=O)(=O)c1ccc(OCC(=O)O)cc1,7.508638306165727,690.024806582,6,3,3.9890000000000034,690.024806582,6,3,3.9890000000000034,True
61,61,CHEMBL1938819,31.0,nM,NS(=O)(=O)C(F)(F)c1ccc(CN(Cc2ccc(-c3csnn3)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)cc1F,7.508638306165727,642.0524466720002,9,2,3.536500000000003,642.0524466720002,9,2,3.536500000000003,True
62,62,CHEMBL402032,32.0,nM,Cc1cc(CC(NS(=O)(=O)c2cccc(F)c2)c2ncc(CCCCOc3cccc(O)c3C(=O)O)[nH]2)ccc1C1CC(=O)NS1(=O)=O,7.494850021680094,700.1672988560001,9,5,3.8158200000000013,700.1672988560001,9,5,3.8158200000000013,True
63,63,CHEMBL418703,32.0,nM,O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2nnn[nH]2)n2nnc3ccccc32)cc1,7.494850021680094,641.0964675320001,8,5,3.6274000000000024,641.0964675320001,8,5,3.6274000000000024,True
64,64,CHEMBL210836,32.0,nM,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)[N-]1.[Na+],7.494850021680094,532.085106052,6,2,0.5041,532.085106052,6,2,0.5041,True
67,67,CHEMBL1938816,35.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)P(=O)(O)O)c(F)c2)cc1,7.455931955649724,643.0459779220002,8,3,4.425700000000005,643.0459779220002,8,3,4.425700000000005,True
69,69,CHEMBL211655,35.0,nM,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc([C@@H]2CC(=O)NS2(=O)=O)cc1)c1nc2ccccc2[nH]1,7.455931955649724,559.188940028,6,4,2.6010999999999997,559.188940028,6,4,2.6010999999999997,True
70,70,CHEMBL1938830,35.0,nM,NS(=O)(=O)C(F)(F)c1cc2cc(CN(Cc3ccc(-c4csnn4)cc3)S(=O)(=O)c3ccc(OCC(=O)O)cc3)ccc2cc1F,7.455931955649724,692.0680967360001,9,2,4.689700000000005,692.0680967360001,9,2,4.689700000000005,True
71,71,CHEMBL248291,35.0,nM,Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)NS1(=O)=O,7.455931955649724,524.118811868,6,3,3.024420000000001,524.118811868,6,3,3.024420000000001,True
72,72,CHEMBL377989,35.0,nM,Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)[N-]S1(=O)=O.[Na+],7.455931955649724,546.1007561160001,6,2,0.8125200000000001,546.1007561160001,6,2,0.8125200000000001,True
73,73,CHEMBL1241315,38.0,nM,CCc1cc(C[C@H]2NC(=O)CN(CCCCOc3cccc(O)c3C(=O)OC)C2=O)ccc1N(C(=O)C(=O)O)c1ccccc1C(=O)O,7.42021640338319,661.2271589399999,9,4,2.917399999999999,661.2271589399999,9,4,2.917399999999999,True
75,75,CHEMBL1938831,38.0,nM,NS(=O)(=O)C(F)(F)c1cc2nc(CN(Cc3ccc(-c4csnn4)cc3)S(=O)(=O)c3ccc(OCC(=O)O)cc3)ccc2cc1F,7.42021640338319,693.0633457040002,10,2,4.084700000000003,693.0633457040002,10,2,4.084700000000003,True
81,81,CHEMBL1765347,40.0,nM,CCCCCNC(=O)[C@H](Cc1ccc([C@@H]2CC(=O)NS2(=O)=O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccc(OC)cc1,7.397940008672037,662.277420684,7,4,2.8899000000000035,662.277420684,7,4,2.8899000000000035,True
83,83,CHEMBL1938827,41.0,nM,NS(=O)(=O)C(F)(F)c1cc2nc(CN(Cc3ccc(-c4csnn4)cc3)S(=O)(=O)c3ccc(OCC(=O)O)cc3)ccc2cc1Br,7.387216143280264,752.9832795840002,10,2,4.708100000000004,752.9832795840002,10,2,4.708100000000004,True
85,85,CHEMBL253500,43.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3ncc(CCCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,7.366531544420413,596.1563402480001,6,3,3.877200000000002,596.1563402480001,6,3,3.877200000000002,True
86,86,CHEMBL424880,43.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,7.366531544420413,528.093739992,6,3,2.8551,528.093739992,6,3,2.8551,True
88,88,CHEMBL212260,45.0,nM,N#Cc1ccccc1S(=O)(=O)NC(Cc1ccc(C2CC(=O)NS2(=O)=O)cc1)c1nc2ccccc2[nH]1,7.346787486224656,535.0984107720001,7,3,2.5876800000000006,535.0984107720001,7,3,2.5876800000000006,True
89,89,CHEMBL261108,45.0,nM,O=C(NCc1ccccc1)c1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2n1,7.346787486224656,469.984262098,3,3,4.154300000000004,469.984262098,3,3,4.154300000000004,True
92,92,CHEMBL1938818,47.0,nM,NS(=O)(=O)C(F)(F)c1ccc(CN(Cc2ccc(-c3csnn3)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)cc1Br,7.327902142064282,701.9723805520002,9,2,4.159900000000004,701.9723805520002,9,2,4.159900000000004,True
93,93,CHEMBL377735,48.0,nM,COc1cccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)c1,7.318758762624412,540.113726488,7,3,2.7246000000000006,540.113726488,7,3,2.7246000000000006,True
95,95,CHEMBL3822604,50.0,nM,COC(=O)CN(c1ccc(CN(c2ccc(OCc3ccc(C)cc3)c(C(=O)OC)c2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,7.301029995663981,680.186222732,9,0,4.836220000000005,680.186222732,9,0,4.836220000000005,True
96,96,CHEMBL208604,50.0,nM,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2Cl)S(=O)(=O)[N-]1.[Na+],7.301029995663981,566.0461336999999,6,2,1.1575000000000002,566.0461336999999,6,2,1.1575000000000002,True
97,97,CHEMBL206950,51.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,7.292429823902063,578.0252171000001,6,3,4.022800000000003,578.0252171000001,6,3,4.022800000000003,True
98,98,CHEMBL207489,51.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,7.292429823902063,578.0905464320001,6,3,3.7348000000000017,578.0905464320001,6,3,3.7348000000000017,True
99,99,CHEMBL564124,51.63,nM,O=C(CCCC[C@@H]1CCSS1)Nc1ccc2c(c1)CO[C@H](C(=O)O)C2,7.287097874952777,381.10685021599994,5,2,3.8651000000000018,381.10685021599994,5,2,3.8651000000000018,True
102,102,CHEMBL253269,52.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc(CCCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,7.2839966563652,646.1531466880001,6,3,4.7569000000000035,646.1531466880001,6,3,4.7569000000000035,True
104,104,CHEMBL264833,53.0,nM,N#Cc1ccc2[nH]c(C(Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)nc2c1,7.275724130399211,611.1297108999998,7,3,4.254680000000002,611.1297108999998,7,3,4.254680000000002,True
111,111,CHEMBL198939,60.0,nM,COc1cc(CN(Cc2ccc(-c3csnn3)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)ccc1C(F)(F)P(=O)(O)O,7.221848749616356,655.065964418,9,3,4.295200000000005,655.065964418,9,3,4.295200000000005,True
113,113,CHEMBL261418,60.0,nM,O=C(Nc1ccccc1)c1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2n1,7.221848749616356,455.968612034,3,3,4.476600000000002,455.968612034,3,3,4.476600000000002,True
114,114,CHEMBL212147,60.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(Cl)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,7.221848749616356,544.0641894519999,6,3,3.3694000000000015,544.0641894519999,6,3,3.3694000000000015,True
117,117,CHEMBL383437,63.0,nM,N#Cc1ccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)cc1,7.200659450546418,535.0984107720001,7,3,2.5876800000000006,535.0984107720001,7,3,2.5876800000000006,True
118,118,CHEMBL3747361,64.0,nM,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3cccc(F)c3)c3nc(Cc4ccccc4F)c[nH]3)cc2)S(=O)(=O)N1,7.1938200260161125,586.1156183080001,6,3,3.4318000000000017,586.1156183080001,6,3,3.4318000000000017,True
119,119,CHEMBL428589,64.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)C3=NC[C@@H](Cc4ccccc4F)N3)cc2)S(=O)(=O)N1,7.1938200260161125,588.1312683720001,7,3,2.3582,588.1312683720001,7,3,2.3582,True
120,120,CHEMBL4175748,66.2,nM,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OCC)c(C(=O)Nc2ccc(OC)c(OC)c2)c1,7.1791420105603,630.2359497960001,9,4,4.845400000000003,630.2359497960001,9,4,4.845400000000003,True
121,121,CHEMBL436933,67.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,7.173925197299173,578.0905464320001,6,3,3.7348000000000017,578.0905464320001,6,3,3.7348000000000017,True
122,122,CHEMBL4172149,68.2,nM,CCCOc1ccc(NC(=O)NCc2cc(OCC)c(NS(C)(=O)=O)cc2OCC)cc1C(=O)OC,7.166215625343521,523.1988360159999,8,3,3.752600000000003,523.1988360159999,8,3,3.752600000000003,True
125,125,CHEMBL590155,70.0,nM,CCc1csc([C@H](Cc2ccc(NS(=O)(=O)O)cc2)NC(=O)[C@H](CC(C)C)C(=O)OC)n1,7.154901959985743,483.149777648,7,3,3.1555000000000017,483.149777648,7,3,3.1555000000000017,True
127,127,CHEMBL210324,72.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cc(F)cc(F)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,7.142667503568731,546.08431818,6,3,2.9942,546.08431818,6,3,2.9942,True
128,128,CHEMBL198882,74.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,7.130768280269024,625.0553997340003,8,3,4.286600000000004,625.0553997340003,8,3,4.286600000000004,True
133,133,CHEMBL377441,76.0,nM,Cc1cc(C[C@H](NS(=O)(=O)c2cccc(Cl)c2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)[N-]S1(=O)=O.[Na+],7.119186407719209,580.0617837640002,6,2,1.4659199999999997,580.0617837640002,6,2,1.4659199999999997,True
135,135,CHEMBL209107,77.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(Br)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,7.113509274827518,588.0136738720001,6,3,3.4785000000000013,588.0136738720001,6,3,3.4785000000000013,True
137,137,CHEMBL210965,79.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(Cl)c(Cl)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,7.102372908709558,578.0252171000001,6,3,4.022800000000003,578.0252171000001,6,3,4.022800000000003,True
140,140,CHEMBL208985,80.0,nM,Cc1ccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)cc1,7.096910013008056,524.118811868,6,3,3.024420000000001,524.118811868,6,3,3.024420000000001,True
141,141,CHEMBL562469,80.0,nM,O=C(CCCC[C@@H]1CCSS1)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2,7.096910013008056,381.10685021599994,5,2,3.8651000000000018,381.10685021599994,5,2,3.8651000000000018,True
142,142,CHEMBL380164,80.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(F)cc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,7.096910013008056,528.093739992,6,3,2.8551,528.093739992,6,3,2.8551,True
143,143,CHEMBL601290,80.0,nM,O=C1CN(c2cc(-c3ccc[nH]3)ccc2O)S(=O)(=O)N1,7.096910013008056,293.04702683200003,4,3,0.5682999999999999,293.04702683200003,4,3,0.5682999999999999,True
144,144,CHEMBL211033,80.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,7.096910013008056,586.1344619320001,6,3,4.383000000000003,586.1344619320001,6,3,4.383000000000003,True
146,146,CHEMBL1242362,82.0,nM,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc(N5CCCC5)cc4)n3)cc12,7.086186147616283,440.11946350000005,5,1,6.674900000000004,440.11946350000005,5,1,6.674900000000004,True
149,149,CHEMBL211076,85.0,nM,Cc1cccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)c1,7.070581074285707,524.118811868,6,3,3.024420000000001,524.118811868,6,3,3.024420000000001,True
152,152,CHEMBL259051,90.0,nM,N#CCc1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2c1,7.045757490560675,374.94714831799996,2,2,3.895380000000002,374.94714831799996,2,2,3.895380000000002,True
153,153,CHEMBL263348,90.0,nM,CC(=O)NS(=O)(=O)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(C(=O)OCc2ccccc2)C(=O)OCc2ccccc2)cc1,7.045757490560675,715.1452602939999,8,3,4.996800000000005,715.1452602939999,8,3,4.996800000000005,True
154,154,CHEMBL211171,94.0,nM,COc1ccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)cc1,7.026872146400302,540.113726488,7,3,2.7246000000000006,540.113726488,7,3,2.7246000000000006,True
156,156,CHEMBL556914,95.67,nM,O=C(CCCCC1CCSS1)Nc1ccc2c(c1)CO[C@H](C(=O)O)C2,7.0192242260373785,381.10685021599994,5,2,3.8651000000000018,381.10685021599994,5,2,3.8651000000000018,True
160,160,CHEMBL403908,100.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc(-c4ccccc4)[nH]3)cc2)S(=O)(=O)N1,7.0,604.106196496,6,3,4.248600000000003,604.106196496,6,3,4.248600000000003,True
162,162,CHEMBL557393,104.3,nM,O=C(CCCCC1CCSS1)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2,6.981715691573469,381.10685021599994,5,2,3.8651000000000018,381.10685021599994,5,2,3.8651000000000018,True
164,164,CHEMBL8767,110.0,nM,CC(C)OC(=O)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)OC(C)C,6.958607314841775,628.1250333,6,4,4.815400000000006,628.1250333,6,4,4.815400000000006,True
165,165,CHEMBL1085070,110.0,nM,CCCCc1sc2ccccc2c1-c1ccc(-c2ccc(O[C@@H](C(=O)O)c3ccccc3)cc2)cc1,6.958607314841775,492.17591575599994,3,1,8.782600000000002,492.17591575599994,3,1,8.782600000000002,True
167,167,CHEMBL437119,110.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(F)cc3F)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.958607314841775,546.08431818,6,3,2.9942,546.08431818,6,3,2.9942,True
168,168,CHEMBL207492,110.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(F)c(F)c3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.958607314841775,546.08431818,6,3,2.9942,546.08431818,6,3,2.9942,True
169,169,CHEMBL210159,110.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(Cl)cc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.958607314841775,544.064189452,6,3,3.3694000000000015,544.064189452,6,3,3.3694000000000015,True
170,170,CHEMBL377774,110.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(Br)cc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.958607314841775,588.0136738720001,6,3,3.4785000000000013,588.0136738720001,6,3,3.4785000000000013,True
172,172,CHEMBL564439,113.0,nM,CCO[C@@H](Cc1ccc(NC(=O)CCCC[C@@H]2CCSS2)cc1)C(=O)O,6.94692155651658,397.13815034399994,5,2,4.371400000000003,397.13815034399994,5,2,4.371400000000003,True
173,173,CHEMBL551671,114.3,nM,O=C(CCCC[C@@H]1CCSCS1)Nc1ccc2c(c1)CO[C@H](C(=O)O)C2,6.941953769604718,395.12250027999994,5,2,3.907600000000002,395.12250027999994,5,2,3.907600000000002,True
174,174,CHEMBL8758,120.0,nM,O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)c(Br)c1)c1ccccc1,6.920818753952375,494.00941422599993,2,2,5.885300000000005,494.00941422599993,2,2,5.885300000000005,True
175,175,CHEMBL403935,120.0,nM,Cc1cc(CC(NS(=O)(=O)c2cccc(F)c2)c2ncc(CCCOc3cccc(O)c3C(=O)O)[nH]2)ccc1C1CC(=O)NS1(=O)=O,6.920818753952375,686.1516487920001,9,5,3.425720000000001,686.1516487920001,9,5,3.425720000000001,True
179,179,CHEMBL259628,120.0,nM,N#Cc1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2c1,6.920818753952375,360.93149825399996,2,2,3.700980000000002,360.93149825399996,2,2,3.700980000000002,True
180,180,CHEMBL210837,120.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccccc3F)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.920818753952375,528.093739992,6,3,2.8551,528.093739992,6,3,2.8551,True
183,183,CHEMBL378746,120.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)c3nc4cc(F)ccc4[nH]3)cc2)S(=O)(=O)N1,6.920818753952375,604.1250401200001,6,3,4.522100000000004,604.1250401200001,6,3,4.522100000000004,True
184,184,CHEMBL1242553,121.0,nM,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc(N5CCCCC5)cc4)n3)cc12,6.91721462968355,454.13511356400005,5,1,7.065000000000004,454.13511356400005,5,1,7.065000000000004,True
188,188,CHEMBL403577,130.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)C3=NC[C@@H](CCc4ccccc4)N3)cc2)S(=O)(=O)N1,6.886056647693163,584.1563402480001,7,3,2.6092000000000004,584.1563402480001,7,3,2.6092000000000004,True
190,190,CHEMBL209304,130.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccccc3C(F)(F)F)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.886056647693163,578.0905464320001,6,3,3.7348000000000026,578.0905464320001,6,3,3.7348000000000026,True
191,191,CHEMBL376950,130.0,nM,COc1ccc2[nH]c(C(Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)nc2c1,6.886056647693163,616.1450266159999,7,3,4.391600000000003,616.1450266159999,7,3,4.391600000000003,True
192,192,CHEMBL591978,130.0,nM,O=C1CN(Cc2ccc(-c3cccc(N4CCc5ccc(F)cc54)c3)cc2)S(=O)(=O)N1,6.886056647693163,437.12094071999996,4,1,3.363500000000002,437.12094071999996,4,1,3.363500000000002,True
193,193,CHEMBL556636,135.7,nM,CC1(C)SCC(CCCCC(=O)Nc2ccc3c(c2)CO[C@H](C(=O)O)C3)S1,6.867420152340263,409.13815034399994,5,2,4.296100000000003,409.13815034399994,5,2,4.296100000000003,True
194,194,CHEMBL592245,140.0,nM,Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c2nc3ccccc3[nH]2)ccc1N1CC(=O)NS1(=O)=O,6.853871964321762,525.114060836,6,3,2.3146199999999997,525.114060836,6,3,2.3146199999999997,True
196,196,CHEMBL377978,140.0,nM,Cc1ccc2[nH]c(C(Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)nc2c1,6.853871964321762,600.1501119959999,6,3,4.6914200000000035,600.1501119959999,6,3,4.6914200000000035,True
200,200,CHEMBL264347,140.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cc(F)ccc3F)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.853871964321762,546.08431818,6,3,2.9942,546.08431818,6,3,2.9942,True
201,201,CHEMBL1938817,141.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(F)c(C(F)(F)P(=O)(O)O)c2)cc1,6.85078088734462,643.0459779220002,8,3,4.425700000000005,643.0459779220002,8,3,4.425700000000005,True
203,203,CHEMBL562135,148.7,nM,CO[C@@H](Cc1ccc(NC(=O)CCCC[C@@H]2CCSS2)cc1)C(=O)O,6.827689031478046,383.12250027999994,5,2,3.9813000000000027,383.12250027999994,5,2,3.9813000000000027,True
204,204,CHEMBL438957,150.0,nM,COC(=O)c1ccc2[nH]c(C(Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)nc2c1,6.823908740944319,644.1399412359999,8,3,4.169600000000003,644.1399412359999,8,3,4.169600000000003,True
