,Unnamed: 0,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
2323,2323,CHEMBL86966,25000.0,nM,O=Cc1coc2c(ccc3ccccc32)c1=O,4.6020599913279625,224.047344116,3,0,2.758700000000001,224.047344116,3,0,2.758700000000001,True
2324,2324,CHEMBL85493,25000.0,nM,O=Cc1coc2c(Cl)cc(Cl)cc2c1=O,4.6020599913279625,241.953749348,3,0,2.9123,241.953749348,3,0,2.9123,True
2325,2325,CHEMBL9470,25000.0,nM,CC(C)=CC[C@@H](O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,4.6020599913279625,288.099773612,5,3,2.1204000000000005,288.099773612,5,3,2.1204000000000005,True
2326,2326,CHEMBL103709,25000.0,nM,O=C(NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,4.6020599913279625,622.0178072860001,6,5,3.7757000000000014,622.0178072860001,6,5,3.7757000000000014,True
2327,2327,CHEMBL556909,25000.0,nM,O=C(O)c1cccc(-c2ccc(-c3nc4sc5c(c4c(=O)[nH]3)CCCC5)o2)c1,4.6020599913279625,392.08307799199997,5,2,4.488600000000003,392.08307799199997,5,2,4.488600000000003,True
2328,2328,CHEMBL1910888,25000.0,nM,Nc1cccc(S(=O)(=O)NC(=O)c2sccc2SCc2ccc(Cl)c(Cl)c2)c1,4.6020599913279625,471.954360668,6,2,5.0481000000000025,471.954360668,6,2,5.0481000000000025,True
2330,2330,CHEMBL4202640,25200.0,nM,C=C(C)C(O)CC/C(C)=C/COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1,4.598599459218456,396.15728848799995,6,3,4.399700000000005,396.15728848799995,6,3,4.399700000000005,True
2332,2332,CHEMBL1783779,25280.0,nM,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCN(C)C)c1,4.597222930389653,352.178692628,5,0,4.347700000000003,352.178692628,5,0,4.347700000000003,True
2333,2333,CHEMBL1223582,25500.0,nM,COc1c(CC=C(C)C)c(O)cc(O)c1-c1oc2cc(O)ccc2c1C,4.5934598195660445,354.146723804,5,3,5.0423200000000055,354.146723804,5,3,5.0423200000000055,True
2334,2334,CHEMBL234808,25600.0,nM,COC(=O)c1ccc(/C=C/c2ccc(O)c(O)c2)cc1,4.59176003468815,270.089208928,4,2,3.054800000000002,270.089208928,4,2,3.054800000000002,True
2335,2335,CHEMBL4473643,25600.0,nM,C=CCc1cc(/C=C/C(=O)c2ccc(OCCCC(=O)OCC)cc2)c(OC)cc1O,4.59176003468815,424.18858861599995,6,1,4.747500000000005,424.18858861599995,6,1,4.747500000000005,True
2336,2336,CHEMBL2419078,25620.0,nM,O=C(OC1CSSC1)c1cc(Br)ccc1Br,4.591420874591332,381.83324569600006,4,0,4.1320000000000014,381.83324569600006,4,0,4.1320000000000014,True
2337,2337,CHEMBL526177,25700.0,nM,O=C1Nc2ccc(S(=O)(=O)NCc3ccc(Cl)c(C(F)(F)F)c3)cc2/C1=N/Nc1ccccc1C(=O)O,4.590066876668706,552.0482029520001,6,4,4.3038000000000025,552.0482029520001,6,4,4.3038000000000025,True
2340,2340,CHEMBL206656,26000.0,nM,O=C(CCc1cccc(NS(=O)(=O)O)c1)N1CCc2ccc(NS(=O)(=O)O)cc2C1,4.585026652029182,455.0820920119999,5,4,1.6335,455.0820920119999,5,4,1.6335,True
2341,2341,CHEMBL1161221,26000.0,nM,O=P(O)(O)C(F)(F)c1ccc2ccc(C(F)(F)P(=O)(O)O)cc2c1,4.585026652029182,387.9888741799999,2,4,3.293800000000002,387.9888741799999,2,4,3.293800000000002,True
2342,2342,CHEMBL119459,26000.0,nM,N.O=P(O)(O)C(F)(F)c1ccc2ccc(C(F)(F)P(=O)(O)O)cc2c1,4.585026652029182,405.015423276,3,5,3.4558000000000018,405.015423276,3,5,3.4558000000000018,True
2343,2343,CHEMBL3760029,26120.0,nM,Cc1ccccc1-c1cccc(-c2noc(Cc3c[nH]c4ccccc34)n2)n1,4.583026827396964,366.148061196,4,1,5.179120000000004,366.148061196,4,1,5.179120000000004,True
2344,2344,CHEMBL470249,26300.0,nM,COc1c(CC=C(C)C)cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1CC=C(C)C,4.580044251510242,422.20932406,5,2,5.8303000000000065,422.20932406,5,2,5.8303000000000065,True
2345,2345,CHEMBL3402405,26350.0,nM,COc1cccc(C(=O)OCCCCC#Cc2ccc(C(=O)OC3CSSC3)cc2)c1,4.579219380451435,456.106515868,7,0,4.994400000000005,456.106515868,7,0,4.994400000000005,True
2346,2346,CHEMBL1778917,26400.0,nM,COc1cc(O)c(Br)cc1/C=C/C(=O)c1cccc(N(C)C)c1,4.578396073130169,375.04700553600003,4,1,4.1254000000000035,375.04700553600003,4,1,4.1254000000000035,True
2348,2348,CHEMBL3238206,26540.0,nM,CC(C)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)C)cn2)cc1,4.576099081471583,353.21032710400004,3,2,4.717800000000003,353.21032710400004,3,2,4.717800000000003,True
2349,2349,CHEMBL2414202,26600.0,nM,C/C1=C\C=C(\C(C)C)CC/C(C)=C/CC/C(C)=C/CC1,4.575118363368933,272.250401024,0,0,6.761900000000006,272.250401024,0,0,6.761900000000006,True
2350,2350,CHEMBL229671,26700.0,nM,CC(C)=CCc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,4.573488738635425,338.115423676,5,3,4.085500000000004,338.115423676,5,3,4.085500000000004,True
2351,2351,CHEMBL1783785,26730.0,nM,CCOC(=O)CCCOc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,4.573001041243463,381.15762283600003,6,0,4.7393000000000045,381.15762283600003,6,0,4.7393000000000045,True
2352,2352,CHEMBL4089362,26800.0,nM,C=CC(C)(C)c1cc(O)c2oc3c(O)c4occc4cc3c(=O)c2c1O,4.571865205971212,352.09468823199995,6,3,4.272800000000005,352.09468823199995,6,3,4.272800000000005,True
2354,2354,CHEMBL4087311,26980.0,nM,CC1(C)C[C@@H]2C[C@](C)(O)C(=O)C=C1O2,4.568958054664114,196.109944372,3,1,1.4092,196.109944372,3,1,1.4092,True
2355,2355,CHEMBL552066,27000.0,nM,N#C/C(=C\c1ccc(-c2ccccc2C(=O)O)o1)C(=O)Nc1ccc2ccccc2c1,4.568636235841013,408.111006992,4,2,5.3436800000000035,408.111006992,4,2,5.3436800000000035,True
2356,2356,CHEMBL3955935,27000.0,nM,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(-c3nc4cc(NS(=O)(=O)c5ccc([N+](=O)[O-])cc5)ccc4o3)cc2)cc1,4.568636235841013,595.046769124,10,2,4.912800000000003,595.046769124,10,2,4.912800000000003,True
2357,2357,CHEMBL4557312,27000.0,nM,C[C@]12c3[nH]c4ccccc4c3C[C@@H]1CC[C@@]1(O)C3=CC(=O)CO[C@H]3CC[C@@]12C,4.568636235841013,377.19909372399997,3,2,3.8172000000000024,377.19909372399997,3,2,3.8172000000000024,True
2358,2358,CHEMBL3943318,27000.0,nM,Nc1ccc(S(=O)(=O)Nc2ccc(-c3nc4cc(NS(=O)(=O)c5ccc(N)cc5)ccc4o3)cc2)cc1,4.568636235841013,535.098410772,8,4,4.260800000000002,535.098410772,8,4,4.260800000000002,True
2360,2360,CHEMBL228616,27000.0,nM,O=C(O)c1cc(-c2cccs2)cc(Cc2cc(-c3cccs3)cc(C(=O)O)c2O)c1O,4.568636235841013,452.0388302319999,6,4,5.542000000000005,452.0388302319999,6,4,5.542000000000005,True
2361,2361,CHEMBL3986320,27000.0,nM,O=S(=O)(Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccc(O)cc4)ccc3o2)cc1)c1ccc(O)cc1,4.568636235841013,537.0664419479998,8,4,4.507600000000003,537.0664419479998,8,4,4.507600000000003,True
2363,2363,CHEMBL57978,27000.0,nM,O=C(O)C(O)c1ccco1,4.568636235841013,142.02660867199998,3,2,0.39760000000000006,142.02660867199998,3,2,0.39760000000000006,True
2364,2364,CHEMBL4548800,27000.0,nM,COc1ccc(Cl)cc1S(=O)(=O)Nc1ccc2oc(-c3ccccc3)nc2c1,4.568636235841013,414.04410564000005,5,1,4.957600000000004,414.04410564000005,5,1,4.957600000000004,True
2365,2365,CHEMBL43065,27130.0,nM,Oc1cc(O)cc(/C=C/c2ccc(O)cc2O)c1,4.566550206238404,244.073558864,4,4,2.6794000000000002,244.073558864,4,4,2.6794000000000002,True
2366,2366,CHEMBL381551,27160.0,nM,CC(C)C1=C(Nc2ccccc2)c2ccc3c(c2C(=O)C1=O)CCCC3(C)C,4.566070234391536,373.204179104,3,1,5.545100000000005,373.204179104,3,1,5.545100000000005,True
2367,2367,CHEMBL2414204,27200.0,nM,COC(=O)/C1=C\C=C(\C(C)C)CCC2=CCC[C@](C)(OC2=O)C(=O)CC1,4.565431095965801,360.1936739959999,5,0,3.833400000000003,360.1936739959999,5,0,3.833400000000003,True
2368,2368,CHEMBL231694,27200.0,nM,O=C(Nc1ccccc1)c1ccc(/C=C/c2ccc(O)c(O)c2)cc1,4.565431095965801,331.120843404,3,3,4.520500000000004,331.120843404,3,3,4.520500000000004,True
2369,2369,CHEMBL253467,27300.0,nM,CC(C)=CCc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O,4.563837352959244,324.13615911999995,4,3,4.208200000000004,324.13615911999995,4,3,4.208200000000004,True
2370,2370,CHEMBL4555184,27400.0,nM,CCOS(=O)(=O)/C=C/c1ccc(O[C@H]2CNC[C@H]2Oc2ccc(/C=C/S(=O)(=O)OCC)cc2)cc1,4.562249437179612,523.1334588879998,9,1,3.158800000000002,523.1334588879998,9,1,3.158800000000002,True
2372,2372,CHEMBL1783771,27450.0,nM,COc1ccc(-c2cc(-c3ccccc3)no2)c(O)c1,4.561457651213889,267.08954327600003,4,1,3.722800000000001,267.08954327600003,4,1,3.722800000000001,True
2373,2373,CHEMBL410625,27600.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(C(=O)C(=O)O)cc2)Cc2ccc(-c3csnn3)cc2)cc1,4.559090917934782,567.077006632,9,2,3.326900000000002,567.077006632,9,2,3.326900000000002,True
2374,2374,CHEMBL518512,27610.0,nM,CC(=O)O[C@H]1[C@H](C2=CC(=O)C=CC2=O)O[C@H](C(=O)O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,4.558933593360737,410.0849113959999,10,1,-0.7320999999999982,410.0849113959999,10,1,-0.7320999999999982,True
2375,2375,CHEMBL514578,27700.0,nM,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(O)=C(/C(C)=N/[C@@H](CCC(=O)O)C(=O)O)C(=O)[C@@]12C,4.557520230935552,473.13219593599996,9,5,2.3165199999999997,473.13219593599996,9,5,2.3165199999999997,True
2376,2376,CHEMBL2313418,27800.0,nM,CC(C)=C[C@@H]1C[C@](O)([C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)C(=O)O1,4.555955204081924,472.35526001599993,4,2,6.0452000000000075,472.35526001599993,4,2,6.0452000000000075,True
2377,2377,CHEMBL3400665,27830.0,nM,CCc1c2n(C)ccc3c-2n(c(=O)c1=O)c1ccccc31,4.555486793665957,278.105527688,4,0,2.2564,278.105527688,4,0,2.2564,True
2378,2378,CHEMBL1223641,27900.0,nM,COc1cc(O)cc2occ(-c3cc(O)c(O)c(CC=C(C)C)c3)c(=O)c12,4.554395796726403,368.12598836,6,3,4.094100000000003,368.12598836,6,3,4.094100000000003,True
2379,2379,CHEMBL2419068,27960.0,nM,O=C(OC1CS[S+]([O-])C1)c1cccc(Br)c1,4.553462832926356,319.91764824800003,4,0,2.3850000000000007,319.91764824800003,4,0,2.3850000000000007,True
2380,2380,CHEMBL84898,28000.0,nM,O=Cc1coc2ccc(Cl)cc2c1=O,4.552841968657781,207.9927217,3,0,2.2589000000000006,207.9927217,3,0,2.2589000000000006,True
2381,2381,CHEMBL4589821,28000.0,nM,O=C(O)CNC(=O)CCCCCC[C@H](O)CCCO,4.552841968657781,275.17327290000003,4,4,0.6611999999999989,275.17327290000003,4,4,0.6611999999999989,True
2382,2382,CHEMBL3967047,28000.0,nM,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccccc4[N+](=O)[O-])ccc3o2)cc1,4.552841968657781,595.046769124,10,2,4.912800000000003,595.046769124,10,2,4.912800000000003,True
2383,2383,CHEMBL4561738,28000.0,nM,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(Cl)c(C(F)(F)F)c1,4.552841968657781,452.020925584,4,1,5.967800000000002,452.020925584,4,1,5.967800000000002,True
2384,2384,CHEMBL564092,28000.0,nM,CCOc1ccc(-c2csc(C(C#N)CNc3ccc4oc(=O)ccc4c3)n2)cc1,4.552841968657781,417.114712468,7,1,5.034480000000004,417.114712468,7,1,5.034480000000004,True
2385,2385,CHEMBL1783780,28030.0,nM,CCN(CC)CCCOc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,4.552376902239714,380.209992756,5,0,5.127900000000005,380.209992756,5,0,5.127900000000005,True
2387,2387,CHEMBL4847372,28200.0,nM,C=C(C/C=C/C(C)(C)O)[C@H](O)CC[C@]1(C)C=Cc2c(cc(C)c(C(=O)O)c2O)O1,4.549750891680639,402.2042386799999,5,4,3.977620000000003,402.2042386799999,5,4,3.977620000000003,True
2388,2388,CHEMBL2205889,28220.0,nM,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5nccnc5C[C@]4(C)[C@H]3CC[C@@]21C,4.549442990581671,450.32462858400004,4,0,6.294700000000007,450.32462858400004,4,0,6.294700000000007,True
2389,2389,CHEMBL4641929,28320.0,nM,O=C(Nc1ccc(F)cc1)c1ccc(-c2ccc(C(=O)Nc3ccc(F)cc3)[nH]2)cc1,4.547906750982269,417.12888322400005,2,3,5.464500000000003,417.12888322400005,2,3,5.464500000000003,True
2390,2390,CHEMBL2206751,28400.0,nM,O=C1N=C(NCCCCNC2=NC(=O)/C(=C/c3ccc(O)cc3)S2)S/C1=C\c1ccc(O)cc1,4.546681659952962,494.108247184,8,4,3.698000000000002,494.108247184,8,4,3.698000000000002,True
2391,2391,CHEMBL3427133,28700.0,nM,CCCCCCCCCC(=O)C1=C(O)OC(C)(C)OC1=O,4.542118103266008,298.178023932,5,1,3.7753000000000023,298.178023932,5,1,3.7753000000000023,True
2392,2392,CHEMBL3400667,28890.0,nM,CC(=O)Oc1cc2nccc3c4ccccc4n(c1=O)c23,4.539252458155803,278.06914218000003,5,0,2.364,278.06914218000003,5,0,2.364,True
2394,2394,CHEMBL119693,29000.0,nM,N.O=P(O)(O)C(F)(F)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,4.537602002101044,405.015423276,3,5,3.4558000000000018,405.015423276,3,5,3.4558000000000018,True
2395,2395,CHEMBL95255,29000.0,nM,CCN(CC)Cc1nnc2nc(N)nc(N)c2n1,4.537602002101044,248.14979251199998,8,2,-0.17899999999999927,248.14979251199998,8,2,-0.17899999999999927,True
2396,2396,CHEMBL373413,29000.0,nM,O=C(O)COc1c(C(=O)O)sc(Br)c1Br,4.537602002101044,357.814618428,4,2,2.4347000000000003,357.814618428,4,2,2.4347000000000003,True
2397,2397,CHEMBL2419093,29000.0,nM,O=C(OC1CSS(=O)(=O)C1)c1cccc(Br)c1,4.537602002101044,335.912562868,5,0,2.0511000000000004,335.912562868,5,0,2.0511000000000004,True
2398,2398,CHEMBL4211556,29000.0,nM,C=C(C)[C@H]1CC[C@@]2(C)Oc3cc(O)cc(C)c3[C@@H]1[C@@H]2O,4.537602002101044,274.156894564,3,2,3.2823200000000017,274.156894564,3,2,3.2823200000000017,True
2399,2399,CHEMBL241250,29000.0,nM,O=C1CN(c2csc(-c3ccccc3)c2Br)S(=O)(=O)N1,4.537602002101044,371.923796248,4,1,2.3586,371.923796248,4,1,2.3586,True
2400,2400,CHEMBL519069,29000.0,nM,O=C(/C=C/c1ccc2ccccc2c1)c1ccc(Br)cc1,4.537602002101044,336.014977136,1,0,5.498400000000003,336.014977136,1,0,5.498400000000003,True
2401,2401,CHEMBL95818,29000.0,nM,Nc1nc(N)c2nc(CN3CCNCC3)nnc2n1,4.537602002101044,261.14504148,9,3,-1.6155999999999988,261.14504148,9,3,-1.6155999999999988,True
2402,2402,CHEMBL105999,29000.0,nM,CCCc1sc(NS(=O)(=O)/C=C/c2ccc(F)c(F)c2)nc1-c1ccc(C(F)(F)F)cc1,4.537602002101044,488.065160884,4,1,6.472200000000004,488.065160884,4,1,6.472200000000004,True
2403,2403,CHEMBL4563828,29000.0,nM,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(Cl)c(Cl)c1,4.537602002101044,417.994568604,4,1,5.602400000000002,417.994568604,4,1,5.602400000000002,True
2404,2404,CHEMBL260925,29100.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)C(=O)O)cc2)Cc2ccc(-c3csnn3)cc2)cc1,4.536107011014093,605.0738130719999,9,2,4.115800000000003,605.0738130719999,9,2,4.115800000000003,True
2405,2405,CHEMBL410332,29100.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc3oc(C(=O)O)cc3c2)cc1,4.536107011014093,579.077006632,9,2,4.504000000000004,579.077006632,9,2,4.504000000000004,True
2406,2406,CHEMBL57796,29110.0,nM,COC1=CC(=O)C(=O)c2ccccc21,4.535957794561189,188.047344116,3,0,1.4393,188.047344116,3,0,1.4393,True
2407,2407,CHEMBL558103,29200.0,nM,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)ccc1O,4.534617148551582,324.13615911999995,4,2,4.313000000000004,324.13615911999995,4,2,4.313000000000004,True
2409,2409,CHEMBL571219,29200.0,nM,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(OC(C)=O)cc2)c(OC)cc1OC,4.534617148551582,394.1780239319999,5,0,4.988800000000005,394.1780239319999,5,0,4.988800000000005,True
2410,2410,CHEMBL3310868,29300.0,nM,C=CCc1cc(/C=C2\SC(=O)NC2=O)c(OC)cc1O,4.533132379645891,291.056528896,5,2,2.4532000000000003,291.056528896,5,2,2.4532000000000003,True
2412,2412,CHEMBL2419071,29680.0,nM,O=C(OC1CS[S+]([O-])C1)c1ccccc1I,4.52753610339301,367.903784148,4,0,2.2271,367.903784148,4,0,2.2271,True
2413,2413,CHEMBL60072,29800.0,nM,CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@H](OS(=O)(=O)[O-])[C@H](C)CCCc1ccoc1.C[N+](C)=C(N)N,4.525783735923745,539.339292668,5,2,4.804600000000002,539.339292668,5,2,4.804600000000002,True
2414,2414,CHEMBL3309976,29800.0,nM,COc1cc(O)ccc1/C=C1\SC(=O)NC1=O,4.525783735923745,251.025228768,5,2,1.7247,251.025228768,5,2,1.7247,True
2415,2415,CHEMBL596979,30000.0,nM,CC(C)OC(=O)c1c(-c2ccc3ccccc3c2)csc1NC(=O)C1C2CCC(C2)C1C(=O)O,4.522878745280337,477.16099396399994,5,2,5.818900000000005,477.16099396399994,5,2,5.818900000000005,True
2417,2417,CHEMBL1778907,30000.0,nM,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(OCCCC(=O)O)cc1,4.522878745280337,434.03650042799995,5,2,4.303000000000003,434.03650042799995,5,2,4.303000000000003,True
2418,2418,CHEMBL103942,30000.0,nM,O=C(NS(=O)(=O)c1ccccc1)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,4.522878745280337,441.0247512379999,4,3,3.185500000000002,441.0247512379999,4,3,3.185500000000002,True
2419,2419,CHEMBL453899,30000.0,nM,O=C(O)c1cc(/C=C/c2ccccc2)cc(Br)c1O,4.522878745280337,317.989156312,2,2,4.023300000000002,317.989156312,2,2,4.023300000000002,True
2420,2420,CHEMBL476669,30100.0,nM,O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc(O)cc3)S/C2=N\c2ccccc2)cc1,4.521433504406157,430.098728056,5,2,4.894600000000003,430.098728056,5,2,4.894600000000003,True
2421,2421,CHEMBL2206754,30600.0,nM,O=C1N=C(NCCCCCCCNC2=NC(=O)/C(=C/c3ccc(O)cc3)S2)S/C1=C\c1ccc(O)cc1,4.51427857351842,536.155197376,8,4,4.868300000000005,536.155197376,8,4,4.868300000000005,True
2422,2422,CHEMBL141207,30900.0,nM,COc1c(/C=C/C(=O)c2ccc(O)cc2)ccc(O)c1CC=C(C)C,4.510041520575165,338.151809184,4,2,4.511200000000002,338.151809184,4,2,4.511200000000002,True
2424,2424,CHEMBL1783787,31110.0,nM,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCC2CO2)c1,4.507099988891296,323.115758024,5,0,3.794800000000002,323.115758024,5,0,3.794800000000002,True
2426,2426,CHEMBL4091173,31230.0,nM,CC1(N)CCN(c2nc(-c3ccc4cc(Br)ccc4c3)cs2)CC1,4.505428015769802,401.05613073999996,4,1,5.043400000000003,401.05613073999996,4,1,5.043400000000003,True
2427,2427,CHEMBL2419073,31420.0,nM,O=C(OC1CS[S+]([O-])C1)c1cc2ccccc2[nH]1,4.502793819296046,281.01803521200003,4,1,2.1038,281.01803521200003,4,1,2.1038,True
2428,2428,CHEMBL3759234,31490.0,nM,CCOc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)n2)cc1,4.501827339363456,396.15862588000005,5,1,5.2694000000000045,396.15862588000005,5,1,5.2694000000000045,True
2429,2429,CHEMBL249450,31600.0,nM,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O,4.5003129173815966,354.09508215599993,8,6,-0.6459000000000001,354.09508215599993,8,6,-0.6459000000000001,True
2430,2430,CHEMBL4175133,31630.0,nM,Oc1ccc(-c2nnc(SCc3ccccc3)o2)cc1O,4.499900808084277,300.056863244,6,2,3.4401000000000015,300.056863244,6,2,3.4401000000000015,True
2431,2431,CHEMBL453874,32000.0,nM,O=C(O)c1ccc(/C=C/c2ccc(O)c(C(=O)O)c2)cc1O,4.494850021680094,300.063388104,4,4,2.6646000000000014,300.063388104,4,4,2.6646000000000014,True
2433,2433,CHEMBL325309,32000.0,nM,CCCc1sc(NS(=O)(=O)/C=C/c2ccc(C)cc2)nc1-c1ccc(Cl)cc1,4.494850021680094,432.073297592,4,1,6.137020000000005,432.073297592,4,1,6.137020000000005,True
2434,2434,CHEMBL514517,32100.0,nM,COc1ccc(/C=C2\S/C(=N\c3ccccc3)N(Cc3ccc(C(=O)O)cc3)C2=O)cc1O,4.493494967595128,460.1092927399999,6,2,4.903200000000005,460.1092927399999,6,2,4.903200000000005,True
2436,2436,CHEMBL4472610,32240.0,nM,Cc1cccc(C[C@H]2O[C@]3(C)O[C@@]24[C@@H]([C@@H](O)[C@H](O)C4(C)C)[C@H]3C)c1,4.491604966866947,332.198759376,4,2,2.4354200000000006,332.198759376,4,2,2.4354200000000006,True
2437,2437,CHEMBL4459307,32500.0,nM,O=C(O)CN1C(=O)/C(=C/c2cccc(OCCc3ccccc3)c2)SC1=S,4.488116639021126,399.05990002400006,5,1,3.5939000000000023,399.05990002400006,5,1,3.5939000000000023,True
2438,2438,CHEMBL1644111,32600.0,nM,C/C(=C\CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,4.486782399932061,296.3079159,1,1,6.364100000000007,296.3079159,1,1,6.364100000000007,True
2439,2439,CHEMBL2437373,32600.0,nM,CC(C)=CCc1cc(C(=O)CC(=O)c2cc(CC=C(C)C)c(O)cc2O)ccc1O,4.486782399932061,408.1936739959999,5,3,5.276500000000007,408.1936739959999,5,3,5.276500000000007,True
2440,2440,CHEMBL4458983,32800.0,nM,C=CCc1cc(/C=C/C(=O)c2ccc(OCCCC(=O)O)cc2)c(OC)cc1O,4.484126156288321,396.15728848799995,5,2,4.269000000000004,396.15728848799995,5,2,4.269000000000004,True
2441,2441,CHEMBL498473,32800.0,nM,O=C1Nc2ccc(S(=O)(=O)NCc3ccc(Cl)c(C(F)(F)F)c3)cc2/C1=N/Nc1ccc(C(=O)O)cc1,4.484126156288321,552.048202952,6,4,4.303800000000002,552.048202952,6,4,4.303800000000002,True
2442,2442,CHEMBL4469657,33000.0,nM,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccccc1O,4.481486060122113,366.067427928,5,2,4.0012000000000025,366.067427928,5,2,4.0012000000000025,True
2443,2443,CHEMBL1801436,33000.0,nM,CC(=O)Nc1ccc(COc2cc(OS(=O)(=O)c3ccc(C)cc3)ccc2/C=C2\SC(=O)NC2=O)cc1,4.481486060122113,538.0868430440001,8,2,4.624020000000003,538.0868430440001,8,2,4.624020000000003,True
2444,2444,CHEMBL174821,33000.0,nM,COc1cc(S(=O)(=O)[O-])c(C)cc1N=Nc1c(O)ccc2cc(S(=O)(=O)[O-])ccc12.[Na+].[Na+],4.481486060122113,495.99869596799994,10,1,-2.905979999999998,495.99869596799994,10,1,-2.905979999999998,True
2445,2445,CHEMBL2419076,33420.0,nM,O=C(OC1CSSC1)c1ccc(I)cc1,4.475993554442628,351.908869528,4,0,3.2116000000000016,351.908869528,4,0,3.2116000000000016,True
2446,2446,CHEMBL187460,33500.0,nM,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,4.474955192963154,296.14124449999997,3,0,3.4433000000000025,296.14124449999997,3,0,3.4433000000000025,True
2447,2447,CHEMBL206655,33500.0,nM,O=C(CCc1cccc(NS(=O)(=O)O)c1)NCc1cccc(NS(=O)(=O)O)c1,4.474955192963154,429.0664419479999,5,5,1.365,429.0664419479999,5,5,1.365,True
2448,2448,CHEMBL4204587,33560.0,nM,Nc1cc2nsnc2cc1C#Cc1ccccc1,4.4741780478433375,251.051718288,4,1,2.673300000000001,251.051718288,4,1,2.673300000000001,True
2449,2449,CHEMBL514711,33700.0,nM,COc1cc(/C=C2\S/C(=N\c3ccccc3)N(Cc3ccc(C(=O)O)cc3)C2=O)ccc1O,4.4723700991286615,460.1092927399999,6,2,4.903200000000005,460.1092927399999,6,2,4.903200000000005,True
2450,2450,CHEMBL3954893,34000.0,nM,Nc1ccccc1S(=O)(=O)Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccccc4N)ccc3o2)cc1,4.468521082957745,535.098410772,8,4,4.260800000000002,535.098410772,8,4,4.260800000000002,True
2451,2451,CHEMBL508948,34000.0,nM,O=C(O)c1cc(/C=C/c2ccccc2)ccc1O,4.468521082957745,240.078644244,2,2,3.260800000000002,240.078644244,2,2,3.260800000000002,True
2452,2452,CHEMBL549640,34000.0,nM,O=C(O)c1cc(-c2ccc(/C=C3\NC(=O)N(c4ccccc4)C3=O)o2)ccc1Cl,4.468521082957745,408.051299196,4,2,4.395500000000002,408.051299196,4,2,4.395500000000002,True
2454,2454,CHEMBL71709,34400.0,nM,COC(=O)c1ccc2nc(NC(=O)COC(=O)c3ccc(Br)o3)sc2c1,4.46344155742847,437.952119172,8,1,3.233900000000002,437.952119172,8,1,3.233900000000002,True
2455,2455,CHEMBL58292,34880.0,nM,CN(C1=CC(=O)C(=O)c2ccccc21)c1ccccc1,4.457423523739471,263.094628656,3,0,2.9293000000000013,263.094628656,3,0,2.9293000000000013,True
