,molecule_chembl_id,IC50,units,smiles,pIC50
1555,CHEMBL3220065,7600.0,nM,COc1cc(OC)c(CNC(=O)NCc2ccccc2)c(OC)c1,5.119186407719209
1556,CHEMBL465069,7600.0,nM,COc1cc(O)c2c3c1-c1c(O)cccc1[C@@H]1Oc4ccccc4[C@@H](CC2=O)[C@@H]31,5.119186407719209
1557,CHEMBL2208248,7630.0,nM,O=C1Nc2ccccc2/C1=C\c1ccc(CN2C(=O)C(=O)c3ccccc32)o1,5.117475462045119
1558,CHEMBL205954,7630.0,nM,CC(=O)Nc1ccc(SC2=C(C(C)C)C(=O)C(=O)c3ccccc32)cc1,5.117475462045119
1559,CHEMBL4528277,7670.0,nM,CCCC(=O)OC[C@H](C)CCC[C@H](C)[C@@H]1CC[C@@H](C)c2c1cc(C(=O)O)c(O)c2O,5.115204636051019
1560,CHEMBL4471983,7690.0,nM,COc1cc(O)cc(C)c1-c1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(cc(O)c(Cl)c1O)C3(C)C,5.114073660198569
1561,CHEMBL521821,7700.0,nM,O=c1c(Cc2ccc(-c3ccc(O)c(O)c3)cc2)c(-c2ccc(O)cc2)oc2cc(O)ccc12,5.113509274827518
1562,CHEMBL1163709,7700.0,nM,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccco1,5.113509274827518
1563,CHEMBL3818087,7700.0,nM,CO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2cn(CCCOc3ccc(O)c(C(=O)O)c3)nn2)[C@H]1OCc1cn(CCCOc2ccc(O)c(C(=O)O)c2)nn1,5.113509274827518
1564,CHEMBL4861866,7700.0,nM,CC(C)=CCc1cc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2CC=C(C)C)c(O)cc1O,5.113509274827518
1565,CHEMBL4174951,7790.0,nM,O=C(CSc1nnc(-c2ccc(O)c(O)c2)o1)Oc1ccc(OCc2ccccc2)cc1,5.108462542327436
1566,CHEMBL1835376,7800.0,nM,C=C(CCC=C(C)C)[C@H]1CC[C@]2(C)CCCC(=C)[C@H]2C1,5.107905397309519
1567,CHEMBL3781672,7800.0,nM,C=C1CC[C@H]2[C@@](C)(NC(N)=O)CCC[C@]2(C)[C@H]1CC[C@H](C)C/C=N/O,5.107905397309519
1568,CHEMBL551155,7800.0,nM,CC(C)=CCc1cc2c(cc1O)OC[C@H]1c3ccc4c(c3O[C@@H]21)C=CC(C)(C)O4,5.107905397309519
1569,CHEMBL3917014,7800.0,nM,CC(=O)NC(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)NC(CCCNC(=O)c1cccc(I)c1)C(N)=O,5.107905397309519
1570,CHEMBL2159045,7800.0,nM,CC(C)=CCc1cc(-c2coc3c(CC=C(C)C)c(O)ccc3c2=O)ccc1O,5.107905397309519
1571,CHEMBL4584064,7810.0,nM,CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)c3ccccc3)C[C@H]2Oc2ccc(/C=C/S(=O)(=O)OCC)cc2)cc1,5.1073489661227
1572,CHEMBL199479,7820.0,nM,COc1ccc(C(=O)c2ccc3c(-c4ccc(O[C@@H](Cc5ccccc5)C(=O)O)cc4)nocc2-3)cc1,5.106793246940152
1573,CHEMBL4531689,7900.0,nM,O=S(=O)(Nc1ccc2oc(-c3ccc(NS(=O)(=O)c4ccc(Cl)s4)cc3)nc2c1)c1ccc2ccccc2c1,5.102372908709558
1574,CHEMBL3310442,7900.0,nM,C=CCN1C(=O)S/C(=C\c2cc(Br)c(OCCCC)cc2OC)C1=O,5.102372908709558
1575,CHEMBL4565697,7900.0,nM,O=S(=O)(Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccc(Cl)s4)ccc3o2)cc1)c1ccc2ncsc2c1,5.102372908709558
1576,CHEMBL410483,7900.0,nM,O=C(O)COc1ccc(CN(Cc2ccc(-c3csnn3)cc2)S(=O)(=O)c2ccccc2)cc1Br,5.102372908709558
1577,CHEMBL1823755,7910.0,nM,O=C(Cc1ccc(Cl)cc1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,5.101823516502323
1578,CHEMBL1935341,7930.0,nM,O=C(O)CCN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2Cl)SC1=S,5.100726812682396
1579,CHEMBL4635833,7940.0,nM,O=C(Nc1ccccc1)c1ccc(-c2ncc(C(=O)Nc3ccccc3)s2)cc1,5.100179497572904
1580,CHEMBL4160013,7940.0,nM,CCOc1ccc(OC(=O)CSc2nnc(-c3ccc(O)c(O)c3)o2)cc1,5.100179497572904
1581,CHEMBL4291588,7980.0,nM,CC1=C[C@@H](c2c(O)ccc([C@@H]3CC(=O)c4c(O)cc(O)cc4O3)c2O)[C@H](C(=O)c2ccc(O)cc2O)[C@@H](c2ccc(O)cc2O)C1,5.09799710864927
1582,CHEMBL4078493,7980.0,nM,COc1ccc2c(c1)[C@@H]1O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(C)cc3)[C@@]13NC(=O)C[C@H]3O2,5.09799710864927
1583,CHEMBL2311593,8000.0,nM,O=C(O)c1cc2c(/C=C\c3cc(F)cc(F)c3)c(-c3ccccc3)oc2cc1O,5.096910013008056
1584,CHEMBL572814,8000.0,nM,O=C1NC(=O)/C(=C/c2cc(Br)ccc2OCc2ccccc2C(F)(F)F)S1,5.096910013008056
1585,CHEMBL602117,8000.0,nM,O=S(=O)(O)C(F)(F)c1cccc(-c2ccc(-c3ccccc3)cc2)c1,5.096910013008056
1586,CHEMBL3980253,8000.0,nM,O=S(=O)(Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccc5nsnc5c4)ccc3o2)cc1)c1ccc2nsnc2c1,5.096910013008056
1587,CHEMBL4086905,8000.0,nM,C=CC(C)(C)c1cc(O)c2oc3c(O)c4c(cc3c(=O)c2c1O)C=CC(C)(C)O4,5.096910013008056
1588,CHEMBL572582,8000.0,nM,O=C1NC(=O)/C(=C/c2cc(Br)ccc2OCc2cccc(C(F)(F)F)c2)S1,5.096910013008056
1589,CHEMBL572800,8000.0,nM,O=C1NC(=O)/C(=C/c2cc(Br)ccc2OCc2ccc(C(F)(F)F)cc2)S1,5.096910013008056
1590,CHEMBL4167333,8000.0,nM,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(-c3nc4cc(NS(=O)(=O)c5ccc(Cl)s5)ccc4o3)cc2)ccc1Cl,5.096910013008056
1591,CHEMBL1801402,8000.0,nM,O=C1NC(=O)/C(=C/c2ccc(OCc3ccc(F)cc3)cc2OCc2ccc(F)cc2)S1,5.096910013008056
1592,CHEMBL575043,8000.0,nM,O=C1NC(=O)/C(=C/c2cc(F)ccc2OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)S1,5.096910013008056
1593,CHEMBL2316896,8000.0,nM,O=C(O)c1cc2c(CCc3ccc(Oc4ccccc4)cc3)c(-c3ccccc3)oc2cc1O,5.096910013008056
1594,CHEMBL1232829,8000.0,nM,CCc1oc2cc(S(=O)(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,5.096910013008056
1595,CHEMBL336095,8000.0,nM,O=C1/C(=N/CCc2cc(Br)c(O)c(Br)c2)C=C(O)c2cccnc21,5.096910013008056
1596,CHEMBL1778926,8000.0,nM,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(N2CCOCC2)cc1,5.096910013008056
1597,CHEMBL437964,8040.0,nM,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@H]12,5.094743951251549
1598,CHEMBL9363,8040.0,nM,O=P(O)(O)C(F)(F)c1ccc(CC(c2ccccc2)n2nnc3ccccc32)cc1,5.094743951251549
1599,CHEMBL3220078,8060.0,nM,O=C(NCc1cccc([N+](=O)[O-])c1)NCc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,5.09366495819491
1600,CHEMBL4171689,8090.0,nM,O=C(CSc1nnc(-c2ccc(O)c(O)c2)o1)Oc1ccccc1,5.092051478387727
1601,CHEMBL2349151,8100.0,nM,N#Cc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)cc2)cc1,5.0915149811213505
1602,CHEMBL494111,8100.0,nM,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,5.0915149811213505
1603,CHEMBL510912,8100.0,nM,CC1(C)CC[C@]2(C(=O)NCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.0915149811213505
1604,CHEMBL4635708,8100.0,nM,O=C1Oc2cc(O)c3c(c2[C@@]12c1c(O)cc(O)cc1O[C@@H]2c1ccc(O)cc1)O[C@H](c1ccc(O)cc1)[C@H](O)C3,5.0915149811213505
1605,CHEMBL3310434,8100.0,nM,COc1cc(OCc2ccccc2)c(Br)cc1/C=C1\SC(=O)N(C)C1=O,5.0915149811213505
1606,CHEMBL3310429,8100.0,nM,C=CCOc1cc(OC)c(/C=C2\SC(=O)NC2=O)cc1Br,5.0915149811213505
1607,CHEMBL3975683,8100.0,nM,O=S(=O)(Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccc(Cl)cc4)ccc3o2)cc1)c1ccc(Cl)cc1,5.0915149811213505
1608,CHEMBL3628480,8100.0,nM,COC(=O)c1ccc(CN2C(=O)/C(=C\c3ccc(O)cc3)N(Cc3ccccc3)C2=O)cc1,5.0915149811213505
1609,CHEMBL2436026,8120.0,nM,O=C(Nc1ccccc1C(=O)O)c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)n1,5.090443970758825
1610,CHEMBL1823961,8150.0,nM,COc1cccc(/C=C/C(=O)NC(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)C(=O)O)c1,5.088842391260023
1611,CHEMBL202219,8190.0,nM,O=C(c1ccc2c(-c3ccc(OC(C(=O)O)C(=O)O)cc3)nocc1-2)C1CCCC1,5.086716098239581
1612,CHEMBL3310435,8200.0,nM,COc1cc(OCC=C(C)C)c(Br)cc1/C=C1\SC(=O)N(C)C1=O,5.086186147616283
1613,CHEMBL3427128,8200.0,nM,CCCCCCCCCCCCCCCC(=O)OC1=CC(=O)OC(COCc2ccccc2)C1,5.086186147616283
1614,CHEMBL4440819,8200.0,nM,C=CCc1cc(/C=C/C(=O)c2ccc(OC)c(CC=C(C)C)c2)c(OC)cc1O,5.086186147616283
1615,CHEMBL2424713,8200.0,nM,CCc1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1,5.086186147616283
1616,CHEMBL4073026,8200.0,nM,COC(=O)C[C@H]1Oc2c(OC)cccc2[C@@H]2O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(C)cc3)[C@@]21[N+](=O)[O-],5.086186147616283
1617,CHEMBL2424695,8200.0,nM,CC(C)c1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1,5.086186147616283
1618,CHEMBL3353037,8200.0,nM,C[C@@H]1C[C@@H]2C=C[C@H](C)[C@H](/C=C/C=C/C(=O)O)[C@H]2[C@H](C)C1,5.086186147616283
1619,CHEMBL259888,8200.0,nM,COc1ccc2[nH]c(SCC(=O)Nc3cc(C(=O)O)ccc3C)nc2c1,5.086186147616283
1620,CHEMBL570526,8200.0,nM,CC(C)=CCc1c(O)cc(C(=O)[C@H]2[C@@H](c3c(O)ccc(C(=O)/C=C/c4ccc(O)cc4)c3O)C=C(C)C[C@@H]2c2ccc(O)cc2O)cc1O,5.086186147616283
1621,CHEMBL3353035,8200.0,nM,Cc1ccc2c(c1/C=C/C=C/C(=O)O)[C@H](C)C[C@H](C)C2,5.086186147616283
1622,CHEMBL4546939,8230.0,nM,O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)/C(=C/c2cccc(OCc3ccccc3)c2)SC1=S,5.08460016478773
1623,CHEMBL206462,8230.0,nM,Cc1noc([C@@H]2Cc3ccc(NS(=O)(=O)O)cc3CN2C(=O)OC(C)(C)C)n1,5.08460016478773
1624,CHEMBL4461708,8270.0,nM,COc1cc(O)c(Cl)c(C)c1-c1cc(O)c(Cl)c2cc3c(c(O)c12)C(=O)c1c(cc(O)c(Cl)c1O)C3(C)C,5.082494490447454
1625,CHEMBL2349150,8300.0,nM,Cc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)cc2)cc1,5.080921907623926
1626,CHEMBL4638414,8300.0,nM,COc1c(CC=C(C)C)c(O)cc2c1-c1oc3cc(O)ccc3c1CO2,5.080921907623926
1627,CHEMBL316175,8300.0,nM,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OCC(=O)O)c(C(=O)O)c1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,5.080921907623926
1628,CHEMBL1667958,8300.0,nM,O=C(O)[C@H](Cc1ccc(O)cc1)n1cc(CO[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)nn1,5.080921907623926
1629,CHEMBL2206342,8300.0,nM,CCC(=O)c1c(O)cccc1OCCCNc1ccc(OC)cc1,5.080921907623926
1630,CHEMBL2313419,8400.0,nM,CC(C)=C[C@H]1C[C@@](O)([C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)C(=O)O1,5.075720713938118
1631,CHEMBL4467368,8400.0,nM,O=c1ccc2cc(S(=O)(=O)Nc3ccc(-c4nc5cc(NS(=O)(=O)c6ccc(Cl)s6)ccc5o4)cc3)ccc2o1,5.075720713938118
1632,CHEMBL3601068,8400.0,nM,C[C@@H]1Cc2c3c(cc(O)c2C(=O)O1)O[C@@]1(C)CC[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@@H]1C3,5.075720713938118
1633,CHEMBL2316895,8400.0,nM,O=C(O)c1cc2c(CCc3ccc(OC(F)(F)F)cc3)c(-c3ccccc3)oc2cc1O,5.075720713938118
1634,CHEMBL2436021,8440.0,nM,CCOC(=O)/C(C)=C\C(C)=C\c1nc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)sc1-c1ccccc1,5.073657553374344
1635,CHEMBL4064095,8450.0,nM,COc1cc(C(=O)OCC(COC(=O)c2cc(Br)c(O)c(OC)c2)OC(=O)c2cc(Br)c(O)c(OC)c2)cc(Br)c1O,5.073143291050307
1636,CHEMBL3581315,8500.0,nM,C[C@H]1OC(=O)c2c(O)cc3c(c2[C@H]1O)C[C@H]1[C@@]2(C)C=CC(=O)C(C)(C)[C@@H]2C[C@H](O)[C@]1(C)O3,5.070581074285707
1637,CHEMBL406596,8500.0,nM,Cc1ccc(C(=O)O)cc1NC(=O)CSc1nc2ccccc2s1,5.070581074285707
1638,CHEMBL208639,8500.0,nM,CC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C)CC[C@]23C(=O)O)C1(C)C,5.070581074285707
1639,CHEMBL599256,8500.0,nM,CCOC(=O)c1c(-c2ccc(-c3ccccc3OC)cc2)csc1NC(=O)c1ccccc1C(=O)O,5.070581074285707
1640,CHEMBL3608572,8500.0,nM,CO[C@H]1OC[C@]23CCC[C@]1(C)[C@@H]2CC[C@@]1(C)[C@@H]2Cc4ccccc4O[C@@]2(C)CC[C@H]31,5.070581074285707
1641,CHEMBL443007,8600.0,nM,Oc1cccc(-c2nc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)[nH]2)c1,5.065501548756432
1642,CHEMBL516014,8600.0,nM,C=C1CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)Cc1cc(OC(C)=O)ccc1O,5.065501548756432
1643,CHEMBL2087690,8600.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3cccs3)cs2)cc1,5.065501548756432
1644,CHEMBL4547546,8600.0,nM,O=S(=O)(Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccc(Cl)s4)ccc3o2)cc1)c1ccc(F)c(C(F)(F)F)c1,5.065501548756432
1645,CHEMBL3343063,8600.0,nM,CO[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,5.065501548756432
1646,CHEMBL445301,8610.0,nM,CC1(C)CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.064996848546345
1647,CHEMBL2205888,8620.0,nM,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5nccnc5C[C@]4(C)[C@H]3CC[C@@]21C,5.064492734175287
1648,CHEMBL1923781,8630.0,nM,CC1(C)C[C@]2(O)O[C@@H]3C[C@@]4(C)[C@@H]5CC=C6[C@@H](C=C(O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)C(=O)C6(C)C)[C@]5(C)C(=O)C[C@]4(C)[C@H]3[C@@](C)(O)[C@]2(O)O1,5.06398920428479
1649,CHEMBL601281,8700.0,nM,CC(C)OC(=O)c1c(-c2cccc(-c3ccccc3)c2)csc1NC(=O)c1ccccc1C(=O)O,5.060480747381382
1650,CHEMBL3608571,8700.0,nM,CCO[C@H]1OC[C@]23CCC[C@]1(C)[C@@H]2CC[C@@]1(C)[C@H](Cc2cc(O)ccc2O)[C@@](C)(O)CC[C@H]31,5.060480747381382
1651,CHEMBL1822606,8700.0,nM,CO[C@H]1O[C@H](COCc2cn(CCCCOc3ccc(O)c(C(=O)O)c3)nn2)[C@@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,5.060480747381382
1652,CHEMBL57013,8700.0,nM,COC(=O)c1nc(-c2ccc3c(n2)C(=O)C(=N)C(OC)=C3O)c(N)c(-c2ccc(OC)c(OC)c2O)c1C,5.060480747381382
1653,CHEMBL2035962,8700.0,nM,CCOC(=O)C(=O)Nc1nc2ccc(F)cc2s1,5.060480747381382
1654,CHEMBL4094237,8700.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCOc2ccc(/C=C/S(=O)(=O)OCC)cc2)cc1,5.060480747381382
1655,CHEMBL4639896,8730.0,nM,COc1cc(CC2SC(=O)NC2=O)ccc1OS(=O)(=O)c1ccccc1,5.0589857562944305
1656,CHEMBL2436023,8790.0,nM,COC(=O)c1ccccc1NC(=O)c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)n1,5.056011124926228
1657,CHEMBL3971802,8800.0,nM,CCC(=O)Oc1ccc(OC(=O)CC)c(C[C@]2(C)[C@@H](C)CC[C@]3(C)C(C)=CCC[C@H]32)c1,5.055517327849831
1658,CHEMBL2048004,8800.0,nM,C=C1CC[C@H]2[C@@](C)(C(=O)O)CCC[C@]2(C)[C@H]1CC[C@H](C)CCO,5.055517327849831
1659,CHEMBL1783777,8800.0,nM,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCN2CCCCC2)c1,5.055517327849831
1660,CHEMBL3760096,8800.0,nM,CCCCc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,5.055517327849831
1661,CHEMBL82293,8800.0,nM,CCCCCCCCCCCCCCCC(=O)O,5.055517327849831
1662,CHEMBL4513892,8800.0,nM,O=S(=O)(Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccc(Cl)s4)ccc3o2)cc1)c1ccc(Br)cc1,5.055517327849831
1663,CHEMBL1086764,8800.0,nM,CC(C)=CCc1cc2c(cc1O)OC[C@@]1(O)c3ccc4c(c3O[C@@H]21)C=CC(C)(C)O4,5.055517327849831
1664,CHEMBL3402417,8850.0,nM,O=C(OC1CSSC1)c1ccc(OCCCCCCOC(=O)c2cc(Br)ccc2Br)cc1,5.053056729302174
1665,CHEMBL1823758,8880.0,nM,O=C(/C=C/c1ccccc1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,5.051587034221399
1666,CHEMBL4518867,8900.0,nM,CC1=C2COC(=O)[C@@H](CO)[C@H]2[C@H](O)C1,5.050609993355087
1667,CHEMBL3087456,8900.0,nM,Cc1ccc(-c2nnc(SCC(=O)Nc3cc(C(=O)O)ccc3C)o2)cc1,5.050609993355087
1668,CHEMBL3219333,8920.0,nM,CCOC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)c2ccc(F)cc2)n1,5.049635145623877
1669,CHEMBL4165207,8930.0,nM,CC1(C)C[C@H](O)[C@@]2(CO)[C@@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O,5.049148541111453
1670,CHEMBL4746515,8930.0,nM,O=C1/C(=N\Nc2ccc(S(=O)(=O)O)cc2)C(c2ccc([N+](=O)[O-])cc2)=NN1c1ccc(Cl)cc1,5.049148541111453
1671,CHEMBL3758490,8960.0,nM,CCCCc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,5.047691990337874
1672,CHEMBL1160384,9000.0,nM,O=C(O)c1ccc(-c2ccc(/C=C3/S/C(=N\c4ccccc4)N(c4ccccc4)C3=O)o2)cc1O,5.045757490560675
1673,CHEMBL1801405,9000.0,nM,O=C1NC(=O)/C(=C/c2ccc(OCc3ccccc3)cc2OCc2ccc(F)cc2)S1,5.045757490560675
1674,CHEMBL574377,9000.0,nM,O=C1NC(=O)/C(=C/c2ccc(OCc3ccccc3)c(-c3ccccc3)c2)S1,5.045757490560675
1675,CHEMBL1801401,9000.0,nM,O=C1NC(=O)/C(=C/c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2OCc2ccc(C(F)(F)F)cc2)S1,5.045757490560675
1676,CHEMBL2207335,9000.0,nM,O=C1N=C(NCC2CCCC(CNC3=NC(=O)/C(=C/c4ccc(O)cc4)S3)C2)S/C1=C\c1ccc(O)cc1,5.045757490560675
1677,CHEMBL1801406,9000.0,nM,O=C1NC(=O)/C(=C/c2ccc(OCc3ccc(F)cc3)cc2OCc2ccccc2)S1,5.045757490560675
1678,CHEMBL466374,9000.0,nM,C[C@]12CC[C@H]3[C@@](C)(CC[C@H]4[C@@](C)(C(=O)O)CCC[C@@]43C)[C@@H]1Cc1cc(O)ccc1O2,5.045757490560675
1679,CHEMBL2011707,9000.0,nM,COc1ccc(/N=C2\S/C(=C\c3ccc4ccccc4c3)C(=O)N2Cc2ccc(C(=O)O)cc2)cc1,5.045757490560675
1680,CHEMBL6845,9000.0,nM,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2ccccn2)c1,5.045757490560675
1681,CHEMBL197590,9000.0,nM,CC(=O)NCCN(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)S(=O)(=O)c1ccc(OCC(=O)O)cc1,5.045757490560675
1682,CHEMBL362497,9000.0,nM,O=C1NC(=O)/C(=C/c2cc(Br)ccc2OCc2ccccc2)S1,5.045757490560675
1683,CHEMBL341103,9000.0,nM,COC(=O)c1c(O)cccc1OCCCCNC(=O)[C@H](Cc1ccc(OCC(=O)O)c(O)c1)NC(C)=O,5.045757490560675
1684,CHEMBL2205885,9040.0,nM,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5nc(N)sc5C[C@]4(C)[C@H]3CC[C@@]21C,5.043831569524636
1685,CHEMBL208488,9050.0,nM,CC(=O)Nc1ccc(SC2=C(C(C)C)C(=O)C(=O)c3c2ccc2c3CCCC2(C)C)cc1,5.043351420794797
1686,CHEMBL2207336,9100.0,nM,O=C1N=C(NCc2cccc(CNC3=NC(=O)/C(=C/c4ccc(O)cc4)S3)c2)S/C1=C\c1ccc(O)cc1,5.040958607678906
1687,CHEMBL1783786,9100.0,nM,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCC(=O)O)c1,5.040958607678906
1688,CHEMBL463665,9100.0,nM,CC1(C)C=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC1,5.040958607678906
1689,CHEMBL2205892,9110.0,nM,Cc1ncc2c(n1)C(C)(C)C1=CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@H]4[C@H](C)CCC(=O)O)[C@@]1(C)C2,5.040481623027002
1690,CHEMBL3402410,9120.0,nM,O=C(OC1CSSC1)c1ccc(C#CCCCCOC(=O)c2ccccc2[N+](=O)[O-])cc1,5.0400051616715835
1691,CHEMBL2205894,9130.0,nM,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,5.039529222465701
1692,CHEMBL4440623,9130.0,nM,COc1ccc(-c2cnc(-c3cc(O)c(O)c(Br)c3)o2)cc1,5.039529222465701
1693,CHEMBL4445427,9200.0,nM,C/C1=C/C[C@@H]2[C@H]([C@@H]3Oc4c(C=O)c(O)c(C=O)c(O)c4[C@H](c4ccccc4)[C@@]3(C)CC[C@@H]1O)C2(C)C,5.036212172654444
1694,CHEMBL4089985,9200.0,nM,CC(=O)O[C@@H](C/C(C)=C/CCc1ccoc1)C[C@@H](C)CCCc1ccoc1,5.036212172654444
1695,CHEMBL564896,9200.0,nM,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1,5.036212172654444
1696,CHEMBL461165,9200.0,nM,CNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,5.036212172654444
1697,CHEMBL2375454,9210.0,nM,CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.03574036980315
1698,CHEMBL1935335,9240.0,nM,O=C(O)CN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccc([N+](=O)[O-])cc2)SC1=S,5.0343280287798935
1699,CHEMBL2205884,9270.0,nM,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5[nH]nc(C(=O)O)c5C[C@]4(C)[C@H]3CC[C@@]21C,5.032920265855503
1700,CHEMBL494252,9300.0,nM,CC(C)=CCc1c(O)c(CC=C(C)C)c2occ(-c3ccc(O)cc3)c(=O)c2c1O,5.031517051446064
1701,CHEMBL499329,9300.0,nM,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=N/Nc1ccc(C(=O)O)cc1)C(=O)N2,5.031517051446064
