,molecule_chembl_id,IC50,units,smiles,pIC50
548,CHEMBL4086351,750.0,nM,COc1cc(C(=O)O[C@@H]2OC[C@@H](OC(=O)c3cc(Br)c(O)c(OC)c3)[C@H](OC(=O)c3cc(Br)c(O)c(OC)c3)[C@H]2OC(=O)c2cc(Br)c(O)c(OC)c2)cc(Br)c1O,6.1249387366083
549,CHEMBL3593822,756.0,nM,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)NCc1ccccc1,6.121478204498794
550,CHEMBL4466086,770.0,nM,CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)C(=O)Nc3ccc(Oc4ccc(-c5ccccc5)cc4)cc3)C[C@@H]2Oc2ccc(CCS(=O)(=O)OCC)cc2)cc1,6.113509274827518
551,CHEMBL2436043,770.0,nM,O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2ccc(C(=O)O)cc2F)c(-c2ccccc2)s1,6.113509274827518
552,CHEMBL492413,770.0,nM,COc1cc([C@@H]2O[C@H](CNC(=O)c3ccccc3C(=O)O)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c(OC)c2ccccc12,6.113509274827518
553,CHEMBL197932,770.0,nM,CC(=O)c1cccc(CN(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)c1,6.113509274827518
554,CHEMBL445491,780.0,nM,CC1(C)CC[C@]2(CCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.107905397309519
555,CHEMBL3234649,780.0,nM,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CNC(=O)c4ccccc4C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.107905397309519
556,CHEMBL2263119,780.0,nM,CC1(C)CC[C@]2(C(=O)OCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.107905397309519
557,CHEMBL4087216,790.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4ccc5ccccc5c4)cc3)c2)cc1,6.102372908709558
558,CHEMBL201662,800.0,nM,COc1ccc(C(=O)c2ccc3c(-c4ccc(OCC(=O)O)cc4)nocc2-3)cc1,6.096910013008056
559,CHEMBL253201,800.0,nM,Cc1cc(CC(NS(=O)(=O)c2cccc(F)c2)C2=NC[C@@H](COc3cccc(S(C)(=O)=O)c3)N2)ccc1C1CC(=O)NS1(=O)=O,6.096910013008056
560,CHEMBL3427137,800.0,nM,CCCCCCCCCCCCCCCC(=O)C1=C(O)OC(C)(CC)OC1=O,6.096910013008056
561,CHEMBL3427224,800.0,nM,CCCCCCCCCCCCCCCC(=O)C1=C(O)OC2(CCCC2)OC1=O,6.096910013008056
562,CHEMBL282113,800.0,nM,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(-c2ccc(OCC(=O)O)cc2)cc1,6.096910013008056
563,CHEMBL4474570,800.0,nM,O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)/C(=C/c2ccc3cc(OCc4ccccc4Cl)ccc3c2)SC1=S,6.096910013008056
564,CHEMBL8660,800.0,nM,O=C(O)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(C(=O)c2ccccc2)c2ccccc2)cc1,6.096910013008056
565,CHEMBL433141,800.0,nM,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(C(C(=O)O)C(=O)O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,6.096910013008056
566,CHEMBL4159436,807.0,nM,Cc1ccc(Oc2ccc(-c3cnc(-c4ccc(O)c(O)c4)o3)cc2)cc1,6.09312646527793
567,CHEMBL583505,810.0,nM,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cnn(C(=O)c7ccncc7)c6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.0915149811213505
568,CHEMBL253066,810.0,nM,C[C@H]1CN=C(C(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)NS(=O)(=O)c2cccc(C(F)(F)F)c2)N1,6.0915149811213505
569,CHEMBL443091,820.0,nM,COc1ccc(CC(NC(=O)CCCC[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1OC,6.086186147616283
570,CHEMBL2262829,820.0,nM,COc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1OC,6.086186147616283
571,CHEMBL2206068,820.0,nM,CNc1nc(N)nc2nc(-c3c(Cl)cccc3N3CCCC3)ccc12,6.086186147616283
572,CHEMBL214378,820.0,nM,O=C(O)COc1c(C(=O)O)sc(-c2ccc(NC(=O)c3cccnc3)cc2)c1Br,6.086186147616283
573,CHEMBL4086737,820.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4ccc(C(F)(F)F)cc4)cc3)c2)cc1,6.086186147616283
574,CHEMBL4445331,820.0,nM,O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)/C(=C/c2ccc3cc(OCc4ccccc4)ccc3c2)SC1=S,6.086186147616283
575,CHEMBL4846983,830.0,nM,Cc1c2cccn2c2cc(Cl)ccc2[n+]1C.[I-],6.080921907623926
576,CHEMBL4556255,830.0,nM,CCCCCCCCCCCCc1ccc(NC(=O)C(=O)N2C[C@H](Oc3ccc(CCS(=O)(=O)OCC)cc3)[C@H](Oc3ccc(/C=C/S(=O)(=O)OCC)cc3)C2)cc1,6.080921907623926
577,CHEMBL4064802,840.0,nM,CC(C)=CCc1c(O)ccc([C@H]2COc3cc(O)c(CC=C(C)C)c(O)c3C2=O)c1O,6.075720713938118
578,CHEMBL4070572,850.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4ccccc4F)cc3)c2)cc1,6.070581074285707
579,CHEMBL203751,850.0,nM,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C(=C/Cn2oc(=O)n(CC(=O)O)c2=O)c2ccccc2)c1,6.070581074285707
580,CHEMBL4079916,860.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4ccccc4)cc3)c2)cc1,6.065501548756432
581,CHEMBL3978384,860.0,nM,COc1cc(CC(=O)NCC(NC(=O)C(CCCNC(=O)c2cccc(I)c2)NC(=O)C(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)NC(=O)c2ccc(C)c(Br)c2)C(N)=O)ccc1O,6.065501548756432
582,CHEMBL51447,860.0,nM,O=C1C=C(c2ccccc2)c2ccccc2C1=O,6.065501548756432
583,CHEMBL551842,870.0,nM,CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,6.060480747381382
584,CHEMBL505561,870.0,nM,COc1ccc(OC)c([C@@H]2O[C@H](Cn3cc(COC(=O)c4cccc(C(=O)OCc5cn(C[C@H]6O[C@@H](c7cc(OC)ccc7OC)[C@H](OC(=O)c7ccccc7)[C@@H](OC(=O)c7ccccc7)[C@@H]6OC(=O)c6ccccc6)nn5)c4)nn3)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c1,6.060480747381382
585,CHEMBL4095504,870.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4ccccc4C(F)(F)F)cc3)c2)cc1,6.060480747381382
586,CHEMBL508150,880.0,nM,COc1ccc(OC)c([C@@H]2O[C@H](Cn3cc(COC(=O)c4cccc(C(=O)OCc5cn(C[C@H]6O[C@@H](c7cc(OC)ccc7OC)[C@H](OC(=O)c7ccccc7)[C@@H](OC(=O)c7ccccc7)[C@H]6OC(=O)c6ccccc6)nn5)c4)nn3)[C@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c1,6.055517327849831
587,CHEMBL2263118,880.0,nM,CC1(C)CC[C@]2(C(=O)OCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.055517327849831
588,CHEMBL4641922,880.0,nM,Cc1cc(C)n(-c2ccc(S(=O)(=O)Nc3ncccn3)cc2)c(=O)c1C#N,6.055517327849831
589,CHEMBL504291,880.0,nM,CC1(C)CC[C@]2(CCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,6.055517327849831
590,CHEMBL3634594,896.0,nM,CCCCOc1ccc(S(=O)(=O)N(Cc2ccc(N(CC(=O)OC)S(C)(=O)=O)cc2)c2ccc(CN(Cc3ccccc3)S(C)(=O)=O)cc2)cc1,6.047691990337874
591,CHEMBL494537,900.0,nM,O=C(O)c1ccc(-c2ccc(Cc3c(-c4ccc(O)cc4)oc4ccccc4c3=O)cc2)cc1O,6.045757490560675
592,CHEMBL4174317,900.0,nM,CCCCCc1c(Oc2cc(OC)cc3c2C(=O)OC3(O)CCCC)c(O)cc(O)c1C(=O)O,6.045757490560675
593,CHEMBL285125,900.0,nM,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(-c2ccc(OCn3cnnn3)cc2)cc1,6.045757490560675
594,CHEMBL3634593,902.0,nM,CCCOc1ccc(S(=O)(=O)N(Cc2ccc(N(CC(=O)OC)S(C)(=O)=O)cc2)c2ccc(CN(Cc3ccccc3)S(C)(=O)=O)cc2)cc1,6.044793462458058
595,CHEMBL4074416,910.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4ccc(C(C)(C)C)cc4)cc3)c2)cc1,6.040958607678906
596,CHEMBL57391,920.0,nM,CCCCCOc1ccc2c(c1)C(=O)C(=O)C=C2c1ccccc1,6.036212172654444
597,CHEMBL282306,920.0,nM,Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1,6.036212172654444
598,CHEMBL184444,920.0,nM,COC(=O)c1c(O)cccc1OC/C=C/c1cccc(-c2onc(C(=O)O)c2CO)c1,6.036212172654444
599,CHEMBL24098,920.0,nM,O=C(O)CCC(=O)Nc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)ccc1O,6.036212172654444
600,CHEMBL60763,920.0,nM,COC(=O)CCc1ccc2c(c1)C(n1ccc3ccccc31)=CC(=O)C2=O,6.036212172654444
601,CHEMBL253268,930.0,nM,CC1(C)CN=C(C(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)NS(=O)(=O)c2cccc(C(F)(F)F)c2)N1,6.031517051446064
602,CHEMBL4069859,930.0,nM,CO[C@@H]1C2C(=O)c3c(O)c(C/C=C(\C)CCC=C(C)C)c(O)c(CC=C(C)C)c3O[C@@]23[C@H]2C[C@@H]1C(=O)[C@]3(C/C=C(/C)C(=O)O)OC2(C)C,6.031517051446064
603,CHEMBL3823340,936.0,nM,CCCOc1ccc(N(Cc2ccc(N(CC(=O)OC)S(C)(=O)=O)cc2)S(=O)(=O)Cc2ccccc2)cc1C(=O)OC,6.028724151261895
604,CHEMBL4782991,937.0,nM,CC[C@H](C)[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)CN)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C,6.028260409112222
605,CHEMBL1935611,940.0,nM,CC(C)(C)N.CCCCCC(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,6.026872146400301
606,CHEMBL377905,940.0,nM,CC(=O)N[C@@H](Cc1ccc([C@@H]2CC(=O)NS2(=O)=O)cc1)c1nc2ccccc2[nH]1,6.026872146400301
607,CHEMBL58032,940.0,nM,COC(=O)CCC1=C(n2ccc3ccccc32)c2ccc(CCC(=O)OC)cc2C(=O)C1=O,6.026872146400301
608,CHEMBL267981,940.0,nM,CS(=O)(=O)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(C(=O)OCc2ccccc2)C(=O)OCc2ccccc2)cc1,6.026872146400301
609,CHEMBL1935608,950.0,nM,CC(C)(C)N.CC(C)=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,6.022276394711152
610,CHEMBL4877026,950.0,nM,CC1Nc2cc(Cl)c(Cl)cc2-n2cccc21,6.022276394711152
611,CHEMBL3628484,960.0,nM,COC(=O)c1ccc(COc2ccc(/C=C3\C(=O)N(Cc4ccc(C(=O)OC)cc4)C(=O)N3Cc3ccccc3)cc2)cc1,6.017728766960431
612,CHEMBL2205519,960.0,nM,CNc1nc(N)nc2nc(-c3cc(Cl)ccc3Cl)ccc12,6.017728766960431
613,CHEMBL3350941,970.0,nM,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3ccsc3Cc3ccccc3)cc2)cc1,6.013228265733755
614,CHEMBL246452,970.0,nM,O=C1CC(c2ccc(C[C@H](Nc3nc4cc(Cl)ccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.013228265733755
615,CHEMBL4165140,981.0,nM,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OCC)c(C(=O)Nc2cccc(OC)c2)c1,6.008330992620051
616,CHEMBL4787688,990.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCC2=CC[C@@H]3C(C(=O)Nc4ccc(Oc5ccccc5)cc4)=CO[C@@H](OCc4ccccc4)[C@H]23)cc1,6.00436480540245
617,CHEMBL198496,1000.0,nM,O=C(O)COc1c(F)cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1F,6.0
618,CHEMBL428184,1000.0,nM,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(OC(F)(C(=O)O)C(=O)O)cc1)C(=O)N[C@@H](CC(C)C)C(N)=O,6.0
619,CHEMBL431555,1000.0,nM,N[C@@H](Cc1ccc(OC(F)(C(=O)O)C(=O)O)cc1)C(=O)O,6.0
620,CHEMBL508583,1000.0,nM,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCNCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,6.0
621,CHEMBL495142,1000.0,nM,O=C(O)c1ccc(-c2ccc(Cc3c(-c4ccc(O)cc4)oc4cc(O)ccc4c3=O)cc2)cc1O,6.0
622,CHEMBL4293314,1000.0,nM,FC(F)(F)Sc1ccc(NCc2ccccc2)cc1,6.0
623,CHEMBL2206072,1000.0,nM,CNc1nc(N)nc2nc(-c3ccccc3C(F)(F)F)c(S(C)(=O)=O)cc12,6.0
624,CHEMBL3427131,1000.0,nM,CCCCCCCCCCCCCCCC(=O)C1=C(O)OC(C)(C)OC1=O,6.0
625,CHEMBL3219384,1000.0,nM,COC(c1ccc(C)cc1)c1cnn2c(-c3ccccc3)cc3c(Cl)cccc3c12,6.0
626,CHEMBL3288200,1000.0,nM,Cc1nc2ccccc2n2cccc12,6.0
627,CHEMBL197929,1000.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)Cc2cccs2)cc1,6.0
628,CHEMBL2436032,1010.0,nM,O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2cccc(C(=O)O)c2)c(-c2ccccc2)s1,5.995678626217357
629,CHEMBL57841,1010.0,nM,O=C(O)COc1ccc(CC2=C(n3ccc4ccccc43)c3ccccc3C(=O)C2=O)cc1,5.995678626217357
630,CHEMBL292444,1010.0,nM,CCOC(=O)c1ccc(CCC2=C(c3ccccc3)c3ccccc3C(=O)C2=O)cc1,5.995678626217357
631,CHEMBL1935501,1020.0,nM,C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C(C)=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,5.991399828238082
632,CHEMBL3234648,1030.0,nM,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CNC(=O)c4ccccc4C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.987162775294828
633,CHEMBL471799,1030.0,nM,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(cc(O)c(CC=C(C)C)c3O)O2)ccc1O,5.987162775294828
634,CHEMBL4536323,1030.0,nM,CC(C)c1ccc(Oc2ccc(-c3cnc(-c4cc(O)c(O)c(Br)c4Br)o3)cc2)cc1,5.987162775294828
635,CHEMBL4782087,1050.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCC2=CC[C@@H]3C(C(=O)Nc4ccc(Oc5ccc(Br)cc5Cl)cc4)=CO[C@@H](OC)[C@H]23)cc1,5.978810700930062
636,CHEMBL1935620,1050.0,nM,CC(C)(C)N.Cc1oc(/C=C/CCC(C)C)nc1CCOc1ccc2c(c1)CN(C(=O)/C=C/c1cccs1)[C@H](C(=O)O)C2,5.978810700930062
637,CHEMBL1935614,1050.0,nM,CC(C)(C)N.Cc1oc(/C=C/CCC(C)C)nc1CCOc1ccc2c(c1)CN(C(=O)/C=C/C1CC1)[C@H](C(=O)O)C2,5.978810700930062
638,CHEMBL24606,1070.0,nM,Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,5.97061622231479
639,CHEMBL292843,1070.0,nM,CCOC(=O)COc1ccc(C2=CC(=O)C(=O)c3ccccc32)cc1,5.97061622231479
640,CHEMBL4553618,1070.0,nM,COc1ccc(Oc2ccc(-c3cnc(-c4cc(O)c(O)c(Br)c4)o3)cc2)cc1,5.97061622231479
641,CHEMBL4763463,1070.0,nM,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1)[C@@H](C)CC)[C@@H](C)CC)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,5.97061622231479
642,CHEMBL4436628,1070.0,nM,CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)C(=O)Nc3ccc(Oc4ccccc4)cc3)C[C@H]2Oc2ccc(/C=C/S(=O)(=O)OCC)cc2)cc1,5.97061622231479
643,CHEMBL474021,1080.0,nM,O=C(c1ccc(O)cc1)c1oc2ccccc2c1-c1ccc(-c2ccc(O)cc2)cc1,5.96657624451305
644,CHEMBL4445864,1080.0,nM,CCCCCCCCCCc1ccc(NC(=O)C(=O)N2C[C@H](Oc3ccc(CCS(=O)(=O)OCC)cc3)[C@H](Oc3ccc(/C=C/S(=O)(=O)OCC)cc3)C2)cc1,5.96657624451305
645,CHEMBL25995,1080.0,nM,Oc1ccc(Cc2sc3ccccc3c2-c2ccc(-c3ccc(O)cc3)cc2)cc1,5.96657624451305
646,CHEMBL478274,1100.0,nM,O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc(Oc4ccccc4)cc3)S/C2=N\c2ccccc2)cc1,5.958607314841775
647,CHEMBL416743,1100.0,nM,CCCCc1oc2ccccc2c1C(=O)c1ccc2c(Br)c(OCn3cnnn3)ccc2c1,5.958607314841775
648,CHEMBL197720,1100.0,nM,CN(C)S(=O)(=O)c1ccc(CN(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)cc1,5.958607314841775
649,CHEMBL4065796,1100.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4cccc(-c5ccccc5)c4)cc3)c2)cc1,5.958607314841775
650,CHEMBL2424661,1100.0,nM,N#CC1=C(N)N(c2ccccc2)N=C2CSCC=C21,5.958607314841775
651,CHEMBL246660,1100.0,nM,N#Cc1ccc2sc(N[C@@H](Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)c3nc4ccccc4[nH]3)nc2c1,5.958607314841775
652,CHEMBL246870,1100.0,nM,O=C1CC(c2ccc(C[C@H](Nc3nc4c(Br)cccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,5.958607314841775
653,CHEMBL383163,1100.0,nM,COc1cc(CN(Cc2ccc(S(=O)(=O)N(C)C)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)ccc1C(F)(F)P(=O)(O)O,5.958607314841775
654,CHEMBL25821,1100.0,nM,CCCCc1oc2ccccc2c1C(O)c1ccc2cc(O)ccc2c1,5.958607314841775
655,CHEMBL3427223,1100.0,nM,CCCCCCCCCCCCCCCC(=O)C1=C(O)OC(CC)(CC)OC1=O,5.958607314841775
656,CHEMBL477262,1100.0,nM,O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc(OCc4ccccc4)cc3)S/C2=N\c2ccccc2)cc1,5.958607314841775
657,CHEMBL3098944,1100.0,nM,COc1cc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)ccc1OCCc1ccccc1,5.958607314841775
658,CHEMBL4096240,1100.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(F)cc3)c2)cc1,5.958607314841775
659,CHEMBL235596,1100.0,nM,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3cccc(OCc4ccccc4)c3)C2=O)cc1,5.958607314841775
660,CHEMBL4095023,1110.0,nM,COc1cc(C(=O)OC2OC[C@@H](OC(=O)c3cc(Br)c(OC)c(OC)c3)[C@H](OC(=O)c3cc(Br)c(OC)c(OC)c3)[C@H]2OC(=O)c2cc(Br)c(OC)c(OC)c2)cc(Br)c1OC,5.954677021213342
661,CHEMBL502436,1120.0,nM,O=C(O[C@H]1[C@H](C2=CC(=O)c3ccccc3C2=O)O[C@H](C(=O)O)[C@H](OC(=O)c2ccccc2)[C@@H]1OC(=O)c1ccccc1)c1ccccc1,5.950781977329818
662,CHEMBL2436042,1120.0,nM,O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2cc(C(=O)O)ccc2F)c(-c2ccccc2)s1,5.950781977329818
663,CHEMBL60707,1130.0,nM,O=C1C=C(c2c[nH]c3ccccc23)c2ccccc2C1=O,5.94692155651658
664,CHEMBL1935607,1150.0,nM,C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(CCCCC(C)C)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,5.939302159646388
665,CHEMBL279936,1150.0,nM,CCCCc1oc2ccccc2c1Cc1ccc(-c2ccc(OCC(=O)O)cc2)cc1,5.939302159646388
666,CHEMBL2206065,1150.0,nM,CNc1nc(N)nc2nc(-c3c(N4CCOCC4)cccc3C(F)(F)F)ccc12,5.939302159646388
667,CHEMBL3350946,1160.0,nM,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4nccs4)sc4ccccc34)cc2)cc1,5.935542010773082
668,CHEMBL2205516,1160.0,nM,CNc1nc(N)nc2nc(-c3ccccc3Cl)ccc12,5.935542010773082
669,CHEMBL25178,1160.0,nM,CC(=O)Oc1cc(S(=O)(=O)Oc2ccc(-c3ccc(-c4coc5ccccc45)cc3)cc2)ccc1C(=O)O,5.935542010773082
670,CHEMBL59239,1170.0,nM,O=C1C=C(c2ccccc2[N+](=O)[O-])c2ccccc2C1=O,5.931814138253838
671,CHEMBL4461135,1170.0,nM,CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)C(=O)Nc3ccc(Oc4ccc(C(C)(C)C)cc4)cc3)C[C@@H]2Oc2ccc(CCS(=O)(=O)OCC)cc2)cc1,5.931814138253838
672,CHEMBL2436030,1170.0,nM,O=C(O)c1cccc(NC(=O)c2nc([C@H](Cc3ccc(OCc4ccccc4)cc3)NC(=O)C3CCCCC3)sc2-c2ccccc2)c1,5.931814138253838
673,CHEMBL1935610,1180.0,nM,CC(C)(C)N.CCC/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,5.928117992693874
674,CHEMBL4576091,1180.0,nM,CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)C(=O)Nc3ccc(Oc4ccc(CC)cc4)cc3)C[C@@H]2Oc2ccc(CCS(=O)(=O)OCC)cc2)cc1,5.928117992693874
675,CHEMBL2205517,1180.0,nM,CNc1nc(N)nc2nc(-c3cccc(Cl)c3Cl)ccc12,5.928117992693874
676,CHEMBL1935499,1180.0,nM,C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,5.928117992693874
